SFE_1	SFE_2	name	type_1	type_2	int_type	support_1	support_2	freq_1	freq_2	overlap	max_overlap	freq_overlap	r_overlap	r_freq_overlap	diff_overlap	abs_diff_overlap	direction	wMI_stat	wMI_p.value	ME_p.value	E.r.wMI_stat	MI_diff	wMI_p.value_FDR	select_score_good_cancer_cell_2017_criterion_1	select_score
PDGFRA	NTRK3	PDGFRA - NTRK3	MUTATION	MUTATION	MUTATION - MUTATION	138	181	0.03928266438941076	0.051522914887560486	21	138	0.15217391304347827	13.203	0.09567391304347826	7.797000000000001	7.797000000000001	CO	2.612726378214969e-5	0.999	0.015	0.005292239986192437	-0.005266112722410288	FALSE	FALSE	-0.0015322538208311373
PDGFRA	RB1	PDGFRA - RB1	MUTATION	MUTATION	MUTATION - MUTATION	138	217	0.03928266438941076	0.06177056646740677	12	138	0.08695652173913043	15.419	0.11173188405797102	-3.4190000000000005	3.4190000000000005	ME	0.005130932864421289	0.202	0.202	0.0042201461613470825	9.107867030742067e-4	FALSE	FALSE	-6.509818697869698e-4
PDGFRA	DDR2	PDGFRA - DDR2	MUTATION	MUTATION	MUTATION - MUTATION	138	98	0.03928266438941076	0.02789638485624822	12	98	0.12244897959183673	7.334	0.07483673469387754	4.666	4.666	CO	1.4122750086587033e-4	0.982	0.055	0.006025919327836027	-0.0058846918269701565	FALSE	FALSE	-0.0012978643275260238
PDGFRA	CIC	PDGFRA - CIC	MUTATION	MUTATION	MUTATION - MUTATION	138	80	0.03928266438941076	0.02277255906632508	11	80	0.1375	6.038	0.075475	4.962	4.962	CO	1.8625486042367356e-7	1	0.029	0.004979684441781984	-0.0049794981869215604	FALSE	FALSE	-5.396532849635638e-4
PDGFRA	NFE2L2	PDGFRA - NFE2L2	MUTATION	MUTATION	MUTATION - MUTATION	138	111	0.03928266438941076	0.03159692570452605	6	111	0.05405405405405406	8.263	0.07444144144144144	-2.263	2.263	ME	0.00635391687300324	0.252	0.252	0.00635391687300324	0	FALSE	FALSE	-0.0023409044048427756
PDGFRA	CDKN2A	PDGFRA - CDKN2A	MUTATION	MUTATION	MUTATION - MUTATION	138	258	0.03928266438941076	0.07344150298889837	28	138	0.2028985507246377	18.244	0.13220289855072465	9.756	9.756	CO	2.0535543010558044e-4	0.864	0.011	0.002590893728472654	-0.0023855382983670737	FALSE	FALSE	1.557482829269051e-5
PDGFRA	CTNNB1	PDGFRA - CTNNB1	MUTATION	MUTATION	MUTATION - MUTATION	138	118	0.03928266438941076	0.03358952462282949	2	118	0.01694915254237288	8.832	0.07484745762711865	-6.832000000000001	6.832000000000001	ME	0.01694724774504275	0.004	0.004	0.005854748153368838	0.01109249959167391	TRUE	TRUE	0.006799375674879374
PDGFRA	MAP3K13	PDGFRA - MAP3K13	MUTATION	MUTATION	MUTATION - MUTATION	138	51	0.03928266438941076	0.014517506404782237	5	51	0.09803921568627451	3.999	0.07841176470588236	1.001	1.001	CO	5.350353989550527e-4	0.809	0.367	0.002422190310953809	-0.0018871549119987563	FALSE	FALSE	0.0016381792064023286
PDGFRA	NCOR1	PDGFRA - NCOR1	MUTATION	MUTATION	MUTATION - MUTATION	138	94	0.03928266438941076	0.026757756902931966	12	94	0.1276595744680851	6.934	0.07376595744680851	5.066	5.066	CO	5.4608939788480804e-5	0.989	0.044	0.005429763464629311	-0.0053751545248408306	FALSE	FALSE	-8.100765352675976e-4
PDGFRA	STAG2	PDGFRA - STAG2	MUTATION	MUTATION	MUTATION - MUTATION	138	96	0.03928266438941076	0.027327070879590094	4	96	0.041666666666666664	7.294	0.07597916666666667	-3.2939999999999996	3.2939999999999996	ME	0.0075162289707324526	0.129	0.129	0.005725666814355934	0.0017905621563765184	FALSE	FALSE	-2.780023947694058e-4
PDGFRA	TBX3	PDGFRA - TBX3	MUTATION	MUTATION	MUTATION - MUTATION	138	128	0.03928266438941076	0.03643609450612013	22	128	0.171875	9.582	0.074859375	12.418	12.418	CO	0.0010272220816063271	0.905	0	0.0073084472341953255	-0.006281225152588998	FALSE	FALSE	-0.001679850469426829
PDGFRA	ERBB4	PDGFRA - ERBB4	MUTATION	MUTATION	MUTATION - MUTATION	138	164	0.03928266438941076	0.04668374608596641	24	138	0.17391304347826086	11.784	0.08539130434782609	12.216	12.216	CO	4.2993581061145925e-4	0.952	0	0.0058514465008798755	-0.005421510690268416	FALSE	FALSE	-0.0015769522076213888
PDGFRA	IRS2	PDGFRA - IRS2	MUTATION	MUTATION	MUTATION - MUTATION	138	81	0.03928266438941076	0.02305721605465414	10	81	0.12345679012345678	6.137	0.07576543209876542	3.8630000000000004	3.8630000000000004	CO	9.902552159490874e-5	0.959	0.083	0.0036230859046867403	-0.0035240603830918316	FALSE	FALSE	9.94987765024188e-4
PDGFRA	AR	PDGFRA - AR	MUTATION	MUTATION	MUTATION - MUTATION	138	101	0.03928266438941076	0.02875035582123541	13	101	0.12871287128712872	7.498	0.07423762376237623	5.502	5.502	CO	4.632177366592494e-5	0.989	0.037	0.004923944118205625	-0.0048776223445397004	FALSE	FALSE	-3.1179065078829857e-4
PDGFRA	FANCA	PDGFRA - FANCA	MUTATION	MUTATION	MUTATION - MUTATION	138	66	0.03928266438941076	0.018787361229718188	9	66	0.13636363636363635	4.982	0.07548484848484849	4.018	4.018	CO	1.2537321270045254e-7	1	0.057	0.004577940326308649	-0.004577814953095949	FALSE	FALSE	-6.5198876792644e-4
PDGFRA	JAK2	PDGFRA - JAK2	MUTATION	MUTATION	MUTATION - MUTATION	138	74	0.03928266438941076	0.0210646171363507	7	74	0.0945945945945946	5.493	0.07422972972972973	1.5069999999999997	1.5069999999999997	CO	9.486070730621021e-4	0.833	0.307	0.004103498505984238	-0.0031548914329221356	FALSE	FALSE	0.0012141103021523492
PDGFRA	GATA3	PDGFRA - GATA3	MUTATION	MUTATION	MUTATION - MUTATION	138	62	0.03928266438941076	0.017648733276401936	8	62	0.12903225806451613	4.754	0.0766774193548387	3.2460000000000004	3.2460000000000004	CO	2.5181893196668526e-5	1	0.09	0.0039693641127560575	-0.003944182219559389	FALSE	FALSE	-8.84852386731496e-5
PDGFRA	SPEN	PDGFRA - SPEN	MUTATION	MUTATION	MUTATION - MUTATION	138	89	0.03928266438941076	0.02533447196128665	10	89	0.11235955056179775	6.783	0.07621348314606742	3.2169999999999996	3.2169999999999996	CO	3.740526729568705e-4	0.926	0.135	0.0047099753038423176	-0.004335922630885447	FALSE	FALSE	-1.7550054448255064e-5
PDGFRA	PBRM1	PDGFRA - PBRM1	MUTATION	MUTATION	MUTATION - MUTATION	138	99	0.03928266438941076	0.028181041844577284	10	99	0.10101010101010101	7.447	0.07522222222222222	2.553	2.553	CO	9.219099063230152e-4	0.885	0.195	0.004651394025084854	-0.003729484118761839	FALSE	FALSE	3.401150464207089e-4
PDGFRA	ASXL1	PDGFRA - ASXL1	MUTATION	MUTATION	MUTATION - MUTATION	138	72	0.03928266438941076	0.02049530315969257	8	72	0.1111111111111111	5.561	0.07723611111111112	2.439	2.439	CO	3.2934619588997904e-4	0.917	0.177	0.003822032759352556	-0.003492686563462577	FALSE	FALSE	7.42320583991057e-4
PDGFRA	CUL3	PDGFRA - CUL3	MUTATION	MUTATION	MUTATION - MUTATION	138	69	0.03928266438941076	0.01964133219470538	6	69	0.08695652173913043	5.189	0.07520289855072464	0.8109999999999999	0.8109999999999999	CO	0.0012511205881429177	0.755	0.409	0.0034106087126251072	-0.0021594881244821895	FALSE	FALSE	NA
PDGFRA	IGF1R	PDGFRA - IGF1R	MUTATION	MUTATION	MUTATION - MUTATION	138	53	0.03928266438941076	0.015086820381440364	8	53	0.1509433962264151	4.078	0.0769433962264151	3.9219999999999997	3.9219999999999997	CO	6.504810725749266e-5	0.942	0.039	0.0026878398967626893	-0.0026227917895051966	FALSE	FALSE	8.6744476647087e-4
PDGFRA	BCOR	PDGFRA - BCOR	MUTATION	MUTATION	MUTATION - MUTATION	138	123	0.03928266438941076	0.035012809564474806	10	123	0.08130081300813008	9.026	0.07338211382113821	0.9740000000000002	0.9740000000000002	CO	0.002953979739705792	0.724	0.439	0.006569300448229454	-0.0036153207085236616	FALSE	FALSE	NA
PDGFRA	FLT3	PDGFRA - FLT3	MUTATION	MUTATION	MUTATION - MUTATION	138	76	0.03928266438941076	0.021633931113008823	9	76	0.11842105263157894	5.771	0.07593421052631578	3.229	3.229	CO	1.7644180782039331e-4	0.962	0.128	0.004390413495285572	-0.004213971687465179	FALSE	FALSE	-9.479507256163909e-5
PDGFRA	APC	PDGFRA - APC	MUTATION	MUTATION	MUTATION - MUTATION	138	148	0.03928266438941076	0.0421292342727014	13	138	0.09420289855072464	10.76	0.07797101449275362	2.24	2.24	CO	0.002310791476369589	0.806	0.284	0.007809055670034759	-0.00549826419366517	FALSE	FALSE	-0.0011628168108210473
PDGFRA	ARID1B	PDGFRA - ARID1B	MUTATION	MUTATION	MUTATION - MUTATION	138	105	0.03928266438941076	0.029888983774551667	18	105	0.17142857142857143	7.829	0.07456190476190476	10.171	10.171	CO	7.992632030552338e-4	0.849	0	0.005482874924590653	-0.004683611721535419	FALSE	FALSE	-4.655341189572395e-5
PDGFRA	CARD11	PDGFRA - CARD11	MUTATION	MUTATION	MUTATION - MUTATION	138	123	0.03928266438941076	0.035012809564474806	12	123	0.0975609756097561	9.237	0.07509756097560975	2.763	2.763	CO	0.0014212169955147846	0.865	0.214	0.006569300448229454	-0.005148083452714669	FALSE	FALSE	-7.538867548016468e-4
PDGFRA	INSR	PDGFRA - INSR	MUTATION	MUTATION	MUTATION - MUTATION	138	52	0.03928266438941076	0.0148021633931113	7	52	0.1346153846153846	3.978	0.0765	3.022	3.022	CO	1.748179279559281e-6	1	0.091	0.002554049280204307	-0.0025523011009247476	FALSE	FALSE	8.494761351712315e-4
PDGFRA	ARAF	PDGFRA - ARAF	MUTATION	MUTATION	MUTATION - MUTATION	138	60	0.03928266438941076	0.017079419299743808	4	60	0.06666666666666667	4.555	0.07591666666666666	-0.5549999999999997	0.5549999999999997	ME	0.0022635640569060866	0.494	0.494	0.0036734879350023286	-0.001409923878096242	FALSE	FALSE	NA
PDGFRA	IL7R	PDGFRA - IL7R	MUTATION	MUTATION	MUTATION - MUTATION	138	82	0.03928266438941076	0.023341873042983206	7	82	0.08536585365853659	6.226	0.07592682926829268	0.774	0.774	CO	0.001609326353158691	0.715	0.427	0.0037542557909975294	-0.0021449294378388384	FALSE	FALSE	NA
PDGFRA	ESR1	PDGFRA - ESR1	MUTATION	MUTATION	MUTATION - MUTATION	138	53	0.03928266438941076	0.015086820381440364	4	53	0.07547169811320754	4.015	0.07575471698113206	-0.01499999999999968	0.01499999999999968	ME	0.001479492441739616	0.634	0.633	0.0026878398967626893	-0.0012083474550230733	FALSE	FALSE	NA
PDGFRA	NOTCH3	PDGFRA - NOTCH3	MUTATION	MUTATION	MUTATION - MUTATION	138	119	0.03928266438941076	0.03387418161115855	13	119	0.1092436974789916	8.809	0.07402521008403361	4.191000000000001	4.191000000000001	CO	6.596453873265462e-4	0.942	0.105	0.005995622707110404	-0.005335977319783858	FALSE	FALSE	-9.988077010051183e-4
PDGFRA	BRD4	PDGFRA - BRD4	MUTATION	MUTATION	MUTATION - MUTATION	138	51	0.03928266438941076	0.014517506404782237	6	51	0.11764705882352941	3.794	0.0743921568627451	2.206	2.206	CO	1.255159105228998e-4	0.928	0.179	0.004096519592982295	-0.003971003682459395	FALSE	FALSE	-6.114413113337153e-4
PDGFRA	TP63	PDGFRA - TP63	MUTATION	MUTATION	MUTATION - MUTATION	138	70	0.03928266438941076	0.019925989183034443	9	70	0.12857142857142856	5.351	0.07644285714285715	3.649	3.649	CO	3.215348841989485e-5	0.976	0.084	0.003546268148231002	-0.0035141146598111073	FALSE	FALSE	0.00044582130396723783
PDGFRA	INPP4B	PDGFRA - INPP4B	MUTATION	MUTATION	MUTATION - MUTATION	138	115	0.03928266438941076	0.0327355536578423	15	115	0.13043478260869565	8.494	0.07386086956521738	6.506	6.506	CO	3.3299074349679714e-5	0.997	0.015	0.005438431309176428	-0.005405132234826748	FALSE	FALSE	-8.066492571318309e-4
PDGFRA	MDC1	PDGFRA - MDC1	MUTATION	MUTATION	MUTATION - MUTATION	138	84	0.03928266438941076	0.02391118701964133	13	84	0.15476190476190477	6.317	0.07520238095238095	6.683	6.683	CO	1.7145454678346717e-4	0.957	0.006	0.004020746280100296	-0.0038492917333168286	FALSE	FALSE	6.111094726101188e-4
PDGFRA	ARID1A	PDGFRA - ARID1A	MUTATION	MUTATION	MUTATION - MUTATION	138	259	0.03928266438941076	0.07372615997722744	35	138	0.2536231884057971	18.209	0.13194927536231885	16.791	16.791	CO	0.0024054615118672684	0.345	0	0.0032299586354549437	-8.244971235876752e-4	FALSE	FALSE	0.0015281652969676603
PDGFRA	POLE	PDGFRA - POLE	MUTATION	MUTATION	MUTATION - MUTATION	138	127	0.03928266438941076	0.03615143751779106	17	127	0.13385826771653545	9.412	0.07411023622047244	7.587999999999999	7.587999999999999	CO	8.211769736865548e-6	1	0.014	0.0071587150788134934	-0.007150503309076628	FALSE	FALSE	-0.0029586138507852614
PDGFRA	NOTCH2	PDGFRA - NOTCH2	MUTATION	MUTATION	MUTATION - MUTATION	138	104	0.03928266438941076	0.0296043267862226	14	104	0.1346153846153846	7.808	0.07507692307692307	6.192	6.192	CO	3.6964218971258234e-6	1	0.017	0.005341455809541151	-0.0053377593876440255	FALSE	FALSE	-7.444700944983329e-4
PDGFRA	DIS3	PDGFRA - DIS3	MUTATION	MUTATION	MUTATION - MUTATION	138	63	0.03928266438941076	0.017933390264730998	8	63	0.12698412698412698	4.777	0.07582539682539682	3.223	3.223	CO	4.084438814244695e-5	0.97	0.101	0.004119460525803809	-0.004078616137661362	FALSE	FALSE	-2.1586998468737923e-4
PDGFRA	BRCA1	PDGFRA - BRCA1	MUTATION	MUTATION	MUTATION - MUTATION	138	92	0.03928266438941076	0.02618844292627384	11	92	0.11956521739130435	7.008	0.07617391304347826	3.992	3.992	CO	1.9065767602421957e-4	0.965	0.075	0.005138349178475332	-0.0049476915024511126	FALSE	FALSE	-5.635650926008346e-4
PDGFRA	KDM6A	PDGFRA - KDM6A	MUTATION	MUTATION	MUTATION - MUTATION	138	57	0.03928266438941076	0.016225448334756618	9	57	0.15789473684210525	4.322	0.07582456140350877	4.678	4.678	CO	1.5516472210608256e-4	0.873	0.031	0.0032410858392231123	-0.0030859211171170298	FALSE	FALSE	5.87575908491533e-4
PDGFRA	KMT2A	PDGFRA - KMT2A	MUTATION	MUTATION	MUTATION - MUTATION	138	107	0.03928266438941076	0.03045829775120979	12	107	0.11214953271028037	7.918	0.074	4.082	4.082	CO	4.662476443769714e-4	0.953	0.099	0.005768990376416094	-0.005302742732039123	FALSE	FALSE	-6.430498163531222e-4
PDGFRA	MSH2	PDGFRA - MSH2	MUTATION	MUTATION	MUTATION - MUTATION	138	52	0.03928266438941076	0.0148021633931113	3	52	0.057692307692307696	4.053	0.07794230769230769	-1.053	1.053	ME	0.002554049280204307	0.414	0.414	0.002554049280204307	0	FALSE	FALSE	-3.1018972643294764e-4
PDGFRA	RASA1	PDGFRA - RASA1	MUTATION	MUTATION	MUTATION - MUTATION	138	96	0.03928266438941076	0.027327070879590094	10	96	0.10416666666666667	7.1	0.07395833333333333	2.9000000000000004	2.9000000000000004	CO	7.360898454675802e-4	0.906	0.163	0.005725666814355934	-0.004989576968888354	FALSE	FALSE	-3.893442685529654e-4
PDGFRA	ROS1	PDGFRA - ROS1	MUTATION	MUTATION	MUTATION - MUTATION	138	106	0.03928266438941076	0.03017364076288073	11	106	0.10377358490566038	7.973	0.07521698113207546	3.027	3.027	CO	8.416478113415504e-4	0.91	0.158	0.005625391555094561	-0.004783743743753011	FALSE	FALSE	-1.5552591431823207e-4
PDGFRA	PIK3C3	PDGFRA - PIK3C3	MUTATION	MUTATION	MUTATION - MUTATION	138	74	0.03928266438941076	0.0210646171363507	8	74	0.10810810810810811	5.563	0.07517567567567567	2.4370000000000003	2.4370000000000003	CO	4.2559449005830086e-4	0.91	0.181	0.004103498505984238	-0.003677904015925937	FALSE	FALSE	5.036616464057396e-4
PDGFRA	SF3B1	PDGFRA - SF3B1	MUTATION	MUTATION	MUTATION - MUTATION	138	82	0.03928266438941076	0.023341873042983206	2	82	0.024390243902439025	6.264	0.07639024390243902	-4.264	4.264	ME	0.0096381911274116	0.051	0.051	0.0037542557909975294	0.00588393533641407	FALSE	TRUE	0.005573682795886639
PDGFRA	SMO	PDGFRA - SMO	MUTATION	MUTATION	MUTATION - MUTATION	138	72	0.03928266438941076	0.02049530315969257	6	72	0.08333333333333333	5.424	0.07533333333333334	0.5759999999999996	0.5759999999999996	CO	0.001520730777158752	0.706	0.464	0.003822032759352556	-0.002301301982193804	FALSE	FALSE	NA
PDGFRA	MAX	PDGFRA - MAX	MUTATION	MUTATION	MUTATION - MUTATION	138	54	0.03928266438941076	0.015371477369769428	2	54	0.037037037037037035	4.204	0.07785185185185185	-2.2039999999999997	2.2039999999999997	ME	0.00458896673192255	0.201	0.201	0.0028234978319465753	0.001765468899975975	FALSE	FALSE	-9.499694386906431e-4
PDGFRA	MYOD1	PDGFRA - MYOD1	MUTATION	MUTATION	MUTATION - MUTATION	138	54	0.03928266438941076	0.015371477369769428	7	54	0.12962962962962962	4.248	0.07866666666666668	2.752	2.752	CO	1.855362867098087e-5	1	0.129	0.0028234978319465753	-0.0028049442032755945	FALSE	FALSE	7.805002866162096e-4
PDGFRA	PARK2	PDGFRA - PARK2	MUTATION	MUTATION	MUTATION - MUTATION	138	65	0.03928266438941076	0.018502704241389126	9	65	0.13846153846153847	4.942	0.07603076923076924	4.058	4.058	CO	1.0168047576142314e-6	1	0.048	0.002883667894041264	-0.00288265108928365	FALSE	FALSE	0.0010783657263105512
PDGFRA	EP300	PDGFRA - EP300	MUTATION	MUTATION	MUTATION - MUTATION	138	97	0.03928266438941076	0.027611727867919156	7	97	0.07216494845360824	7.237	0.07460824742268041	-0.2370000000000001	0.2370000000000001	ME	0.003160099371514291	0.563	0.563	0.005875257806455925	-0.0027151584349416336	FALSE	FALSE	NA
PDGFRA	IKZF1	PDGFRA - IKZF1	MUTATION	MUTATION	MUTATION - MUTATION	138	80	0.03928266438941076	0.02277255906632508	8	80	0.1	6.074	0.07592499999999999	1.9260000000000002	1.9260000000000002	CO	7.745711763205154e-4	0.868	0.247	0.0034933372148366892	-0.002718766038516174	FALSE	FALSE	0.0014841633270420835
PDGFRA	NTRK2	PDGFRA - NTRK2	MUTATION	MUTATION	MUTATION - MUTATION	138	62	0.03928266438941076	0.017648733276401936	7	62	0.11290322580645161	4.776	0.07703225806451612	2.224	2.224	CO	2.421512105847956e-4	0.902	0.188	0.0039693641127560575	-0.003727212902171262	FALSE	FALSE	-1.1365098801955206e-4
PDGFRA	PIK3R1	PDGFRA - PIK3R1	MUTATION	MUTATION	MUTATION - MUTATION	138	53	0.03928266438941076	0.015086820381440364	4	53	0.07547169811320754	3.968	0.07486792452830189	0.03200000000000003	0.03200000000000003	CO	0.001479492441739616	0.62	0.568	0.0026878398967626893	-0.0012083474550230733	FALSE	FALSE	NA
PDGFRA	DNMT3A	PDGFRA - DNMT3A	MUTATION	MUTATION	MUTATION - MUTATION	138	76	0.03928266438941076	0.021633931113008823	8	76	0.10526315789473684	5.804	0.07636842105263159	2.1959999999999997	2.1959999999999997	CO	5.322152660676149e-4	0.89	0.218	0.004390413495285572	-0.0038581982292179573	FALSE	FALSE	2.789541291209591e-4
PDGFRA	ERCC5	PDGFRA - ERCC5	MUTATION	MUTATION	MUTATION - MUTATION	138	67	0.03928266438941076	0.019072018218047253	3	67	0.04477611940298507	5.091	0.07598507462686567	-2.091	2.091	ME	0.004733384297096355	0.237	0.237	0.0031439192866179466	0.001589465010478408	FALSE	FALSE	0.0012792742608702854
PDGFRA	ASXL2	PDGFRA - ASXL2	MUTATION	MUTATION	MUTATION - MUTATION	138	60	0.03928266438941076	0.017079419299743808	9	60	0.15	4.756	0.07926666666666667	4.244	4.244	CO	6.467076109295533e-5	0.953	0.044	0.0036734879350023286	-0.0036088171739093733	FALSE	FALSE	8.259468567814092e-5
PDGFRA	DICER1	PDGFRA - DICER1	MUTATION	MUTATION	MUTATION - MUTATION	138	84	0.03928266438941076	0.02391118701964133	10	84	0.11904761904761904	6.441	0.07667857142857143	3.559	3.559	CO	1.8328778614784547e-4	0.955	0.099	0.004020746280100296	-0.0038374584939524503	FALSE	FALSE	5.044545724076919e-4
PDGFRA	TGFBR2	PDGFRA - TGFBR2	MUTATION	MUTATION	MUTATION - MUTATION	138	52	0.03928266438941076	0.0148021633931113	2	52	0.038461538461538464	3.921	0.07540384615384615	-1.9209999999999998	1.9209999999999998	ME	0.00425933296869585	0.253	0.253	0.00425933296869585	0	FALSE	FALSE	-0.0014314911046196376
PDGFRA	PALB2	PDGFRA - PALB2	MUTATION	MUTATION	MUTATION - MUTATION	138	57	0.03928266438941076	0.016225448334756618	9	57	0.15789473684210525	4.38	0.07684210526315789	4.62	4.62	CO	1.5516472210608256e-4	0.886	0.028	0.0032410858392231123	-0.0030859211171170298	FALSE	FALSE	4.2911698533108094e-4
PDGFRA	RICTOR	PDGFRA - RICTOR	MUTATION	MUTATION	MUTATION - MUTATION	138	61	0.03928266438941076	0.017364076288072874	5	61	0.08196721311475409	4.693	0.07693442622950819	0.3070000000000004	0.3070000000000004	CO	0.0013462903732925913	0.677	0.511	0.0038206935000208997	-0.0024744031267283084	FALSE	FALSE	NA
PDGFRA	PDGFRB	PDGFRA - PDGFRB	MUTATION	MUTATION	MUTATION - MUTATION	138	83	0.03928266438941076	0.02362653003131227	8	83	0.0963855421686747	6.282	0.0756867469879518	1.718	1.718	CO	9.800542949820468e-4	0.842	0.283	0.0038868183852553972	-0.0029067640902733505	FALSE	FALSE	0.0014830163041313145
PDGFRA	RECQL4	PDGFRA - RECQL4	MUTATION	MUTATION	MUTATION - MUTATION	138	61	0.03928266438941076	0.017364076288072874	3	61	0.04918032786885246	4.701	0.0770655737704918	-1.7009999999999996	1.7009999999999996	ME	0.0038206935000208997	0.293	0.293	0.0038206935000208997	0	FALSE	FALSE	-3.1018972643294764e-4
PDGFRA	PTEN	PDGFRA - PTEN	MUTATION	MUTATION	MUTATION - MUTATION	138	129	0.03928266438941076	0.036720751494449186	12	129	0.09302325581395349	9.56	0.07410852713178295	2.4399999999999995	2.4399999999999995	CO	0.0018853437701797926	0.847	0.245	0.00597197582441189	-0.004086632054232098	FALSE	FALSE	2.9547637026222103e-4
PDGFRA	PMS1	PDGFRA - PMS1	MUTATION	MUTATION	MUTATION - MUTATION	138	51	0.03928266438941076	0.014517506404782237	2	51	0.0392156862745098	3.974	0.07792156862745099	-1.9740000000000002	1.9740000000000002	ME	0.004096519592982295	0.223	0.223	0.002422190310953809	0.001674329282028486	FALSE	FALSE	0.0013641383452442672
PDGFRA	INPP4A	PDGFRA - INPP4A	MUTATION	MUTATION	MUTATION - MUTATION	138	52	0.03928266438941076	0.0148021633931113	7	52	0.1346153846153846	4.095	0.07875	2.9050000000000002	2.9050000000000002	CO	1.748179279559281e-6	1	0.108	0.002554049280204307	-0.0025523011009247476	FALSE	FALSE	9.102573713362737e-4
PDGFRA	BTK	PDGFRA - BTK	MUTATION	MUTATION	MUTATION - MUTATION	138	59	0.03928266438941076	0.016794762311414746	4	59	0.06779661016949153	4.465	0.07567796610169492	-0.46499999999999986	0.46499999999999986	ME	0.0021451824439232547	0.52	0.52	0.0035277887288936993	-0.0013826062849704446	FALSE	FALSE	NA
PDGFRA	U2AF1	PDGFRA - U2AF1	MUTATION	MUTATION	MUTATION - MUTATION	138	76	0.03928266438941076	0.021633931113008823	5	76	0.06578947368421052	5.782	0.07607894736842105	-0.782	0.782	ME	0.002989165280762651	0.467	0.467	0.004390413495285572	-0.001401248214522921	FALSE	FALSE	NA
PDGFRA	WT1	PDGFRA - WT1	MUTATION	MUTATION	MUTATION - MUTATION	138	66	0.03928266438941076	0.018787361229718188	8	66	0.12121212121212122	5.073	0.07686363636363637	2.9269999999999996	2.9269999999999996	CO	1.0867962766991646e-4	0.943	0.135	0.0030129679841348622	-0.0029042883564649458	FALSE	FALSE	0.0010847466386425377
PDGFRA	SOX17	PDGFRA - SOX17	MUTATION	MUTATION	MUTATION - MUTATION	138	59	0.03928266438941076	0.016794762311414746	5	59	0.0847457627118644	4.561	0.07730508474576271	0.43900000000000006	0.43900000000000006	CO	0.0011626722900902609	0.697	0.477	0.0035277887288936993	-0.0023651164388034385	FALSE	FALSE	NA
PDGFRA	CDK12	PDGFRA - CDK12	MUTATION	MUTATION	MUTATION - MUTATION	138	57	0.03928266438941076	0.016225448334756618	9	57	0.15789473684210525	4.298	0.07540350877192982	4.702	4.702	CO	1.5516472210608256e-4	0.895	0.023	0.0032410858392231123	-0.0030859211171170298	FALSE	FALSE	5.647110581933899e-4
PDGFRA	MGA	PDGFRA - MGA	MUTATION	MUTATION	MUTATION - MUTATION	138	173	0.03928266438941076	0.04924565898092798	17	138	0.12318840579710146	12.595	0.091268115942029	4.404999999999999	4.404999999999999	CO	8.145992800715485e-4	0.922	0.126	0.006188975497064653	-0.005374376216993104	FALSE	FALSE	-0.0017733945437613927
PDGFRA	NKX2-1	PDGFRA - NKX2-1	MUTATION	MUTATION	MUTATION - MUTATION	138	65	0.03928266438941076	0.018502704241389126	4	65	0.06153846153846154	4.999	0.0769076923076923	-0.9989999999999997	0.9989999999999997	ME	0.002883667894041264	0.441	0.441	0.002883667894041264	0	FALSE	FALSE	NA
PDGFRA	TGFBR1	PDGFRA - TGFBR1	MUTATION	MUTATION	MUTATION - MUTATION	138	51	0.03928266438941076	0.014517506404782237	10	51	0.19607843137254902	3.976	0.0779607843137255	6.024	6.024	CO	0.0010317397784216364	0.652	0.006	0.002422190310953809	-0.0013904505325321725	FALSE	FALSE	0.0020765029194481964
PDGFRA	AMER1	PDGFRA - AMER1	MUTATION	MUTATION	MUTATION - MUTATION	138	128	0.03928266438941076	0.03643609450612013	16	128	0.125	9.531	0.0744609375	6.468999999999999	6.468999999999999	CO	1.2859464011949484e-4	0.99	0.027	0.0073084472341953255	-0.007179852594075831	FALSE	FALSE	-0.002547827547373622
PDGFRA	ZFHX3	PDGFRA - ZFHX3	MUTATION	MUTATION	MUTATION - MUTATION	138	157	0.03928266438941076	0.04469114716766297	17	138	0.12318840579710146	11.31	0.08195652173913044	5.6899999999999995	5.6899999999999995	CO	5.104401264165448e-4	0.971	0.048	0.006821495009411094	-0.006311054882994549	FALSE	FALSE	-0.0022787892746474548
PDGFRA	PLCG2	PDGFRA - PLCG2	MUTATION	MUTATION	MUTATION - MUTATION	138	54	0.03928266438941076	0.015371477369769428	9	54	0.16666666666666666	4.046	0.07492592592592594	4.954	4.954	CO	2.902272800915373e-4	0.82	0.019	0.0028234978319465753	-0.002533270551855038	FALSE	FALSE	0.0011145278468300357
PDGFRA	EPHA7	PDGFRA - EPHA7	MUTATION	MUTATION	MUTATION - MUTATION	138	122	0.03928266438941076	0.03472815257614575	13	122	0.10655737704918032	8.934	0.0732295081967213	4.066000000000001	4.066000000000001	CO	8.2126438014829e-4	0.928	0.123	0.006424377792179414	-0.005603113412031124	FALSE	FALSE	-0.001139418808529672
PDGFRA	GLI1	PDGFRA - GLI1	MUTATION	MUTATION	MUTATION - MUTATION	138	98	0.03928266438941076	0.02789638485624822	7	98	0.07142857142857142	7.276	0.07424489795918367	-0.2759999999999998	0.2759999999999998	ME	0.0032757983575959493	0.555	0.555	0.0045169100959039366	-0.0012411117383079873	FALSE	FALSE	NA
