cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Sex,RAS,thymic tumor,Female,0,70,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,thymic tumor,Male,0,86,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,ampullary cancer,Female,0,41,0.008,0.004,0,0.037,RAS_12C,12C,Codon G12C
single,Sex,RAS,ampullary cancer,Male,1,65,0.014,0.01,0.001,0.048,RAS_12C,12C,Codon G12C
single,Sex,RAS,small cell lung cancer,Female,1,193,0.006,0.005,0.001,0.017,RAS_12C,12C,Codon G12C
single,Sex,RAS,small cell lung cancer,Male,1,205,0.006,0.005,0.001,0.016,RAS_12C,12C,Codon G12C
single,Sex,RAS,mesothelioma,Female,0,145,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,mesothelioma,Male,0,352,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Sex,RAS,germ cell tumor,Female,0,175,0.002,0.001,0,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,germ cell tumor,Male,2,711,0.003,0.002,0,0.007,RAS_12C,12C,Codon G12C
single,Sex,RAS,nerve sheath tumor,Female,0,80,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,nerve sheath tumor,Male,0,74,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Sex,RAS,penile cancer,Male,0,25,0.002,0,0,0.023,RAS_12C,12C,Codon G12C
single,Sex,RAS,pheochromocytoma,Male,0,17,0.003,0,0,0.032,RAS_12C,12C,Codon G12C
single,Sex,RAS,pineal tumor,Male,0,12,0.004,0,0,0.045,RAS_12C,12C,Codon G12C
single,Sex,RAS,b cell lymphoma,Female,0,395,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,b cell lymphoma,Male,0,567,0,0,0,0,RAS_12C,12C,Codon G12C
single,Sex,RAS,non-hodgkin lymphoma,Female,0,12,0.003,0,0,0.031,RAS_12C,12C,Codon G12C
single,Sex,RAS,non-hodgkin lymphoma,Male,0,11,0.003,0,0,0.032,RAS_12C,12C,Codon G12C
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Female,0,12,0.002,0,0,0.023,RAS_12C,12C,Codon G12C
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Male,0,28,0.002,0,0,0.019,RAS_12C,12C,Codon G12C
single,Sex,RAS,retinoblastoma,Female,0,23,0.001,0,0,0.012,RAS_12C,12C,Codon G12C
single,Sex,RAS,retinoblastoma,Male,0,28,0.001,0,0,0.012,RAS_12C,12C,Codon G12C
single,Sex,RAS,hodgkin lymphoma,Female,0,16,0.001,0,0,0.015,RAS_12C,12C,Codon G12C
single,Sex,RAS,hodgkin lymphoma,Male,0,24,0.001,0,0,0.013,RAS_12C,12C,Codon G12C
single,Sex,RAS,lung cancer,Male,1,16,0.07,0.053,0.003,0.229,RAS_12C,12C,Codon G12C
single,Sex,RAS,blastic plasmacytoid dendritic cell neoplasm,Male,0,11,0.005,0,0,0.056,RAS_12C,12C,Codon G12C
single,Sex,RAS,peritoneal cancer,Female,0,17,0.003,0,0,0.04,RAS_12C,12C,Codon G12C
single,Sex,RAS,appendiceal cancer,Female,7,174,0.043,0.042,0.022,0.072,RAS_13,13,Codon 13
single,Sex,RAS,appendiceal cancer,Male,8,167,0.046,0.044,0.024,0.076,RAS_13,13,Codon 13
single,Sex,RAS,colorectal cancer,Female,274,3028,0.089,0.089,0.079,0.099,RAS_13,13,Codon 13
single,Sex,RAS,colorectal cancer,Male,291,3696,0.08,0.08,0.071,0.089,RAS_13,13,Codon 13
single,Sex,RAS,cancer of unknown primary,Female,24,1000,0.024,0.024,0.017,0.033,RAS_13,13,Codon 13
single,Sex,RAS,cancer of unknown primary,Male,24,989,0.024,0.024,0.017,0.033,RAS_13,13,Codon 13
single,Sex,RAS,non-small cell lung cancer,Female,134,5722,0.023,0.023,0.019,0.027,RAS_13,13,Codon 13
single,Sex,RAS,non-small cell lung cancer,Male,89,4406,0.021,0.021,0.017,0.025,RAS_13,13,Codon 13
single,Sex,RAS,breast cancer,Female,11,9284,0.001,0.001,0.001,0.002,RAS_13,13,Codon 13
single,Sex,RAS,breast cancer,Male,1,48,0.01,0.003,0.001,0.053,RAS_13,13,Codon 13
single,Sex,RAS,soft tissue sarcoma,Female,2,1413,0.002,0.002,0,0.005,RAS_13,13,Codon 13
single,Sex,RAS,soft tissue sarcoma,Male,7,1360,0.004,0.004,0.002,0.008,RAS_13,13,Codon 13
single,Sex,RAS,pancreatic cancer,Female,9,1153,0.008,0.008,0.005,0.013,RAS_13,13,Codon 13
single,Sex,RAS,pancreatic cancer,Male,12,1341,0.009,0.009,0.005,0.013,RAS_13,13,Codon 13
single,Sex,RAS,leukemia,Female,29,637,0.045,0.044,0.033,0.059,RAS_13,13,Codon 13
single,Sex,RAS,leukemia,Male,40,930,0.044,0.044,0.033,0.056,RAS_13,13,Codon 13
single,Sex,RAS,melanoma,Female,15,1104,0.016,0.015,0.009,0.024,RAS_13,13,Codon 13
single,Sex,RAS,melanoma,Male,47,1742,0.026,0.026,0.019,0.034,RAS_13,13,Codon 13
single,Sex,RAS,head and neck cancer,Female,7,564,0.012,0.011,0.006,0.02,RAS_13,13,Codon 13
single,Sex,RAS,head and neck cancer,Male,12,1179,0.011,0.011,0.006,0.017,RAS_13,13,Codon 13
single,Sex,RAS,uterine cancer,Female,54,2254,0.024,0.024,0.018,0.031,RAS_13,13,Codon 13
single,Sex,RAS,non-melanoma skin cancers,Female,0,183,0.003,0.002,0,0.013,RAS_13,13,Codon 13
single,Sex,RAS,non-melanoma skin cancers,Male,3,330,0.008,0.007,0.002,0.02,RAS_13,13,Codon 13
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Female,12,483,0.023,0.022,0.014,0.036,RAS_13,13,Codon 13
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Male,14,724,0.021,0.021,0.013,0.031,RAS_13,13,Codon 13
single,Sex,RAS,adrenocortical carcinoma,Female,1,80,0.011,0.008,0,0.038,RAS_13,13,Codon 13
single,Sex,RAS,adrenocortical carcinoma,Male,0,54,0.007,0.004,0,0.03,RAS_13,13,Codon 13
single,Sex,RAS,ovarian cancer,Female,12,2336,0.005,0.005,0.003,0.009,RAS_13,13,Codon 13
single,Sex,RAS,esophagogastric cancer,Female,10,504,0.017,0.016,0.009,0.029,RAS_13,13,Codon 13
single,Sex,RAS,esophagogastric cancer,Male,15,1297,0.013,0.013,0.008,0.019,RAS_13,13,Codon 13
single,Sex,RAS,thyroid cancer,Female,2,537,0.004,0.004,0.001,0.01,RAS_13,13,Codon 13
single,Sex,RAS,thyroid cancer,Male,2,480,0.004,0.004,0.001,0.01,RAS_13,13,Codon 13
single,Sex,RAS,cervical cancer,Female,4,365,0.011,0.01,0.003,0.024,RAS_13,13,Codon 13
single,Sex,RAS,hepatobiliary cancer,Female,5,636,0.009,0.009,0.004,0.016,RAS_13,13,Codon 13
single,Sex,RAS,hepatobiliary cancer,Male,8,739,0.01,0.01,0.005,0.017,RAS_13,13,Codon 13
single,Sex,RAS,kidney cancer,Female,0,420,0,0,0,0,RAS_13,13,Codon 13
single,Sex,RAS,kidney cancer,Male,0,1002,0,0,0,0,RAS_13,13,Codon 13
single,Sex,RAS,mature t and nk neoplasms,Female,0,107,0,0,0,0.002,RAS_13,13,Codon 13
single,Sex,RAS,mature t and nk neoplasms,Male,0,124,0,0,0,0.001,RAS_13,13,Codon 13
single,Sex,RAS,cns cancer,Female,0,1994,0,0,0,0.002,RAS_13,13,Codon 13
single,Sex,RAS,cns cancer,Male,5,2569,0.002,0.002,0.001,0.004,RAS_13,13,Codon 13
single,Sex,RAS,prostate cancer,Male,4,2436,0.002,0.002,0,0.004,RAS_13,13,Codon 13
single,Sex,RAS,anal cancer,Female,2,102,0.017,0.014,0.002,0.047,RAS_13,13,Codon 13
single,Sex,RAS,anal cancer,Male,0,47,0.01,0.006,0,0.039,RAS_13,13,Codon 13
single,Sex,RAS,neuroendocrine tumors,Female,3,166,0.02,0.019,0.007,0.039,RAS_13,13,Codon 13
single,Sex,RAS,neuroendocrine tumors,Male,4,193,0.02,0.019,0.008,0.04,RAS_13,13,Codon 13
single,Sex,RAS,bladder cancer,Female,4,393,0.012,0.011,0.005,0.02,RAS_13,13,Codon 13
single,Sex,RAS,bladder cancer,Male,15,1188,0.012,0.012,0.007,0.019,RAS_13,13,Codon 13
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Female,4,106,0.049,0.048,0.018,0.087,RAS_13,13,Codon 13
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Male,10,142,0.063,0.06,0.033,0.105,RAS_13,13,Codon 13
single,Sex,RAS,small bowel cancer,Female,3,78,0.054,0.053,0.017,0.098,RAS_13,13,Codon 13
single,Sex,RAS,small bowel cancer,Male,10,132,0.068,0.065,0.035,0.112,RAS_13,13,Codon 13
single,Sex,RAS,sex cord stromal tumor,Female,1,97,0.011,0.008,0.001,0.039,RAS_13,13,Codon 13
single,Sex,RAS,sex cord stromal tumor,Male,0,11,0.012,0.006,0,0.062,RAS_13,13,Codon 13
single,Sex,RAS,bone cancer,Female,0,242,0,0,0,0,RAS_13,13,Codon 13
single,Sex,RAS,bone cancer,Male,0,328,0,0,0,0,RAS_13,13,Codon 13
single,Sex,RAS,vaginal cancer,Female,1,78,0.015,0.011,0.001,0.052,RAS_13,13,Codon 13
single,Sex,RAS,thymic tumor,Female,1,70,0.011,0.008,0,0.043,RAS_13,13,Codon 13
single,Sex,RAS,thymic tumor,Male,0,86,0.005,0.003,0,0.023,RAS_13,13,Codon 13
single,Sex,RAS,ampullary cancer,Female,3,41,0.058,0.052,0.017,0.133,RAS_13,13,Codon 13
single,Sex,RAS,ampullary cancer,Male,2,65,0.043,0.04,0.01,0.094,RAS_13,13,Codon 13
single,Sex,RAS,small cell lung cancer,Female,1,193,0.004,0.003,0,0.016,RAS_13,13,Codon 13
single,Sex,RAS,small cell lung cancer,Male,0,205,0.002,0.001,0,0.009,RAS_13,13,Codon 13
single,Sex,RAS,mesothelioma,Female,0,145,0,0,0,0.001,RAS_13,13,Codon 13
single,Sex,RAS,mesothelioma,Male,0,352,0,0,0,0.001,RAS_13,13,Codon 13
single,Sex,RAS,germ cell tumor,Female,1,175,0.008,0.007,0.001,0.018,RAS_13,13,Codon 13
single,Sex,RAS,germ cell tumor,Male,6,711,0.008,0.008,0.003,0.016,RAS_13,13,Codon 13
single,Sex,RAS,nerve sheath tumor,Female,0,80,0,0,0,0.004,RAS_13,13,Codon 13
single,Sex,RAS,nerve sheath tumor,Male,0,74,0,0,0,0.004,RAS_13,13,Codon 13
single,Sex,RAS,penile cancer,Male,0,25,0.002,0,0,0.02,RAS_13,13,Codon 13
single,Sex,RAS,pheochromocytoma,Male,0,17,0.003,0,0,0.038,RAS_13,13,Codon 13
single,Sex,RAS,pineal tumor,Male,1,12,0.092,0.071,0.005,0.3,RAS_13,13,Codon 13
single,Sex,RAS,b cell lymphoma,Female,7,395,0.015,0.014,0.007,0.028,RAS_13,13,Codon 13
single,Sex,RAS,b cell lymphoma,Male,5,567,0.011,0.011,0.004,0.02,RAS_13,13,Codon 13
single,Sex,RAS,non-hodgkin lymphoma,Female,0,12,0.034,0.019,0,0.149,RAS_13,13,Codon 13
single,Sex,RAS,non-hodgkin lymphoma,Male,1,11,0.066,0.047,0.003,0.241,RAS_13,13,Codon 13
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Female,0,12,0.025,0.015,0,0.106,RAS_13,13,Codon 13
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Male,1,28,0.032,0.024,0.001,0.107,RAS_13,13,Codon 13
single,Sex,RAS,retinoblastoma,Female,0,23,0.001,0,0,0.015,RAS_13,13,Codon 13
single,Sex,RAS,retinoblastoma,Male,0,28,0.001,0,0,0.013,RAS_13,13,Codon 13
single,Sex,RAS,hodgkin lymphoma,Female,0,16,0.001,0,0,0.012,RAS_13,13,Codon 13
single,Sex,RAS,hodgkin lymphoma,Male,0,24,0.001,0,0,0.012,RAS_13,13,Codon 13
single,Sex,RAS,lung cancer,Male,0,16,0.003,0,0,0.039,RAS_13,13,Codon 13
single,Sex,RAS,blastic plasmacytoid dendritic cell neoplasm,Male,1,11,0.101,0.078,0.005,0.319,RAS_13,13,Codon 13
single,Sex,RAS,peritoneal cancer,Female,0,17,0.003,0,0,0.032,RAS_13,13,Codon 13
single,Sex,RAS,appendiceal cancer,Female,2,174,0.019,0.018,0.003,0.043,RAS_61,61,Codon 61
single,Sex,RAS,appendiceal cancer,Male,8,167,0.041,0.039,0.017,0.077,RAS_61,61,Codon 61
single,Sex,RAS,colorectal cancer,Female,139,3028,0.045,0.044,0.038,0.052,RAS_61,61,Codon 61
single,Sex,RAS,colorectal cancer,Male,136,3696,0.038,0.038,0.032,0.044,RAS_61,61,Codon 61
single,Sex,RAS,cancer of unknown primary,Female,23,1000,0.023,0.023,0.016,0.032,RAS_61,61,Codon 61
single,Sex,RAS,cancer of unknown primary,Male,23,989,0.023,0.023,0.016,0.032,RAS_61,61,Codon 61
single,Sex,RAS,non-small cell lung cancer,Female,148,5722,0.025,0.025,0.022,0.029,RAS_61,61,Codon 61
single,Sex,RAS,non-small cell lung cancer,Male,97,4406,0.023,0.023,0.019,0.027,RAS_61,61,Codon 61
single,Sex,RAS,breast cancer,Female,10,9284,0.001,0.001,0.001,0.002,RAS_61,61,Codon 61
single,Sex,RAS,breast cancer,Male,0,48,0.002,0.001,0,0.012,RAS_61,61,Codon 61
single,Sex,RAS,soft tissue sarcoma,Female,13,1413,0.011,0.011,0.006,0.016,RAS_61,61,Codon 61
single,Sex,RAS,soft tissue sarcoma,Male,20,1360,0.013,0.013,0.009,0.02,RAS_61,61,Codon 61
single,Sex,RAS,pancreatic cancer,Female,69,1153,0.06,0.06,0.049,0.072,RAS_61,61,Codon 61
single,Sex,RAS,pancreatic cancer,Male,81,1341,0.06,0.06,0.05,0.072,RAS_61,61,Codon 61
single,Sex,RAS,leukemia,Female,19,637,0.031,0.03,0.021,0.042,RAS_61,61,Codon 61
single,Sex,RAS,leukemia,Male,29,930,0.031,0.031,0.022,0.042,RAS_61,61,Codon 61
single,Sex,RAS,melanoma,Female,199,1104,0.184,0.184,0.161,0.209,RAS_61,61,Codon 61
single,Sex,RAS,melanoma,Male,385,1742,0.219,0.219,0.199,0.239,RAS_61,61,Codon 61
single,Sex,RAS,head and neck cancer,Female,5,564,0.012,0.012,0.005,0.02,RAS_61,61,Codon 61
single,Sex,RAS,head and neck cancer,Male,19,1179,0.015,0.015,0.009,0.022,RAS_61,61,Codon 61
single,Sex,RAS,uterine cancer,Female,35,2254,0.016,0.015,0.011,0.021,RAS_61,61,Codon 61
single,Sex,RAS,non-melanoma skin cancers,Female,0,183,0.003,0,0,0.016,RAS_61,61,Codon 61
single,Sex,RAS,non-melanoma skin cancers,Male,6,330,0.017,0.016,0.006,0.034,RAS_61,61,Codon 61
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Female,1,483,0.003,0.003,0,0.008,RAS_61,61,Codon 61
single,Sex,RAS,myelodysplastic/myeloproliferative syndromes,Male,3,724,0.004,0.003,0.001,0.009,RAS_61,61,Codon 61
single,Sex,RAS,adrenocortical carcinoma,Female,0,80,0,0,0,0.003,RAS_61,61,Codon 61
single,Sex,RAS,adrenocortical carcinoma,Male,0,54,0,0,0,0.003,RAS_61,61,Codon 61
single,Sex,RAS,ovarian cancer,Female,44,2336,0.019,0.019,0.014,0.025,RAS_61,61,Codon 61
single,Sex,RAS,esophagogastric cancer,Female,2,504,0.005,0.005,0.001,0.011,RAS_61,61,Codon 61
single,Sex,RAS,esophagogastric cancer,Male,8,1297,0.006,0.006,0.003,0.01,RAS_61,61,Codon 61
single,Sex,RAS,thyroid cancer,Female,99,537,0.182,0.181,0.155,0.212,RAS_61,61,Codon 61
single,Sex,RAS,thyroid cancer,Male,83,480,0.176,0.176,0.147,0.206,RAS_61,61,Codon 61
single,Sex,RAS,cervical cancer,Female,2,365,0.006,0.005,0.001,0.016,RAS_61,61,Codon 61
single,Sex,RAS,hepatobiliary cancer,Female,19,636,0.028,0.027,0.018,0.041,RAS_61,61,Codon 61
single,Sex,RAS,hepatobiliary cancer,Male,16,739,0.024,0.024,0.015,0.034,RAS_61,61,Codon 61
single,Sex,RAS,kidney cancer,Female,2,420,0.004,0.003,0,0.012,RAS_61,61,Codon 61
single,Sex,RAS,kidney cancer,Male,0,1002,0,0,0,0.003,RAS_61,61,Codon 61
single,Sex,RAS,mature t and nk neoplasms,Female,1,107,0.016,0.014,0.002,0.039,RAS_61,61,Codon 61
single,Sex,RAS,mature t and nk neoplasms,Male,3,124,0.021,0.019,0.005,0.048,RAS_61,61,Codon 61
single,Sex,RAS,cns cancer,Female,10,1994,0.006,0.006,0.003,0.01,RAS_61,61,Codon 61
single,Sex,RAS,cns cancer,Male,23,2569,0.008,0.008,0.005,0.012,RAS_61,61,Codon 61
single,Sex,RAS,prostate cancer,Male,21,2436,0.009,0.009,0.005,0.013,RAS_61,61,Codon 61
single,Sex,RAS,anal cancer,Female,1,102,0.009,0.006,0,0.031,RAS_61,61,Codon 61
single,Sex,RAS,anal cancer,Male,0,47,0.007,0.004,0,0.029,RAS_61,61,Codon 61
single,Sex,RAS,neuroendocrine tumors,Female,0,166,0.004,0.001,0,0.018,RAS_61,61,Codon 61
single,Sex,RAS,neuroendocrine tumors,Male,4,193,0.019,0.017,0.005,0.042,RAS_61,61,Codon 61
single,Sex,RAS,bladder cancer,Female,12,393,0.028,0.027,0.017,0.043,RAS_61,61,Codon 61
single,Sex,RAS,bladder cancer,Male,28,1188,0.025,0.024,0.017,0.034,RAS_61,61,Codon 61
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Female,4,106,0.035,0.033,0.014,0.068,RAS_61,61,Codon 61
single,Sex,RAS,b-lymphoblastic leukemia/lymphoma,Male,4,142,0.032,0.03,0.012,0.06,RAS_61,61,Codon 61
single,Sex,RAS,small bowel cancer,Female,5,78,0.051,0.046,0.018,0.108,RAS_61,61,Codon 61
single,Sex,RAS,small bowel cancer,Male,3,132,0.032,0.03,0.009,0.064,RAS_61,61,Codon 61
single,Sex,RAS,sex cord stromal tumor,Female,0,97,0,0,0,0.003,RAS_61,61,Codon 61
single,Sex,RAS,sex cord stromal tumor,Male,0,11,0.001,0,0,0.006,RAS_61,61,Codon 61
single,Sex,RAS,bone cancer,Female,1,242,0.003,0.002,0,0.013,RAS_61,61,Codon 61
single,Sex,RAS,bone cancer,Male,0,328,0.001,0.001,0,0.006,RAS_61,61,Codon 61
single,Sex,RAS,vaginal cancer,Female,1,78,0.015,0.011,0.001,0.05,RAS_61,61,Codon 61
single,Sex,RAS,thymic tumor,Female,2,70,0.028,0.025,0.007,0.066,RAS_61,61,Codon 61
single,Sex,RAS,thymic tumor,Male,2,86,0.027,0.024,0.006,0.061,RAS_61,61,Codon 61
single,Sex,RAS,ampullary cancer,Female,3,41,0.057,0.052,0.016,0.133,RAS_61,61,Codon 61
single,Sex,RAS,ampullary cancer,Male,2,65,0.043,0.04,0.01,0.094,RAS_61,61,Codon 61
single,Sex,RAS,small cell lung cancer,Female,0,193,0.003,0.002,0,0.013,RAS_61,61,Codon 61
single,Sex,RAS,small cell lung cancer,Male,2,205,0.008,0.006,0.001,0.023,RAS_61,61,Codon 61
single,Sex,RAS,mesothelioma,Female,0,145,0.002,0.001,0,0.009,RAS_61,61,Codon 61
single,Sex,RAS,mesothelioma,Male,1,352,0.003,0.002,0,0.009,RAS_61,61,Codon 61
single,Sex,RAS,germ cell tumor,Female,2,175,0.013,0.012,0.004,0.026,RAS_61,61,Codon 61
single,Sex,RAS,germ cell tumor,Male,9,711,0.013,0.012,0.006,0.021,RAS_61,61,Codon 61
single,Sex,RAS,nerve sheath tumor,Female,1,80,0.014,0.012,0.002,0.041,RAS_61,61,Codon 61
single,Sex,RAS,nerve sheath tumor,Male,1,74,0.015,0.012,0.002,0.043,RAS_61,61,Codon 61
single,Sex,RAS,penile cancer,Male,1,25,0.046,0.034,0.002,0.155,RAS_61,61,Codon 61
single,Sex,RAS,pheochromocytoma,Male,1,17,0.065,0.049,0.003,0.214,RAS_61,61,Codon 61
single,Sex,RAS,pineal tumor,Male,0,12,0.004,0,0,0.045,RAS_61,61,Codon 61
single,Sex,RAS,b cell lymphoma,Female,9,395,0.026,0.025,0.013,0.039,RAS_61,61,Codon 61
single,Sex,RAS,b cell lymphoma,Male,17,567,0.028,0.028,0.018,0.042,RAS_61,61,Codon 61
single,Sex,RAS,non-hodgkin lymphoma,Female,1,12,0.063,0.045,0.003,0.224,RAS_61,61,Codon 61
single,Sex,RAS,non-hodgkin lymphoma,Male,0,11,0.035,0.021,0,0.154,RAS_61,61,Codon 61
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Female,0,12,0.002,0,0,0.023,RAS_61,61,Codon 61
single,Sex,RAS,t-lymphoblastic leukemia/lymphoma,Male,0,28,0.002,0,0,0.019,RAS_61,61,Codon 61
single,Sex,RAS,retinoblastoma,Female,0,23,0.001,0,0,0.012,RAS_61,61,Codon 61
single,Sex,RAS,retinoblastoma,Male,0,28,0.001,0,0,0.012,RAS_61,61,Codon 61
single,Sex,RAS,hodgkin lymphoma,Female,0,16,0.001,0,0,0.015,RAS_61,61,Codon 61
single,Sex,RAS,hodgkin lymphoma,Male,0,24,0.001,0,0,0.013,RAS_61,61,Codon 61
single,Sex,RAS,lung cancer,Male,1,16,0.07,0.053,0.003,0.229,RAS_61,61,Codon 61
single,Sex,RAS,blastic plasmacytoid dendritic cell neoplasm,Male,0,11,0.005,0,0,0.056,RAS_61,61,Codon 61
single,Sex,RAS,peritoneal cancer,Female,0,17,0.003,0,0,0.04,RAS_61,61,Codon 61
single,Sex,KRAS,appendiceal cancer,Female,77,174,0.459,0.461,0.385,0.527,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,appendiceal cancer,Male,89,167,0.515,0.514,0.445,0.592,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,colorectal cancer,Female,1295,3028,0.426,0.426,0.409,0.444,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,colorectal cancer,Male,1370,3696,0.372,0.372,0.356,0.388,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,cancer of unknown primary,Female,203,1000,0.199,0.198,0.175,0.225,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,cancer of unknown primary,Male,171,989,0.177,0.177,0.154,0.2,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,non-small cell lung cancer,Female,1800,5722,0.314,0.314,0.302,0.326,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,non-small cell lung cancer,Male,1117,4406,0.254,0.254,0.242,0.268,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,breast cancer,Female,71,9284,0.008,0.008,0.006,0.01,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,breast cancer,Male,1,48,0.012,0.008,0.002,0.043,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,soft tissue sarcoma,Female,16,1413,0.01,0.01,0.006,0.016,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,soft tissue sarcoma,Male,9,1360,0.008,0.008,0.004,0.013,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,pancreatic cancer,Female,848,1153,0.735,0.736,0.712,0.758,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,pancreatic cancer,Male,986,1341,0.735,0.735,0.713,0.756,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,leukemia,Female,31,637,0.048,0.047,0.035,0.062,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,leukemia,Male,42,930,0.046,0.046,0.035,0.059,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,melanoma,Female,14,1104,0.013,0.013,0.008,0.019,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,melanoma,Male,23,1742,0.013,0.013,0.009,0.018,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,head and neck cancer,Female,5,564,0.008,0.007,0.003,0.015,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,head and neck cancer,Male,7,1179,0.007,0.006,0.003,0.011,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,uterine cancer,Female,339,2254,0.15,0.15,0.136,0.165,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,non-melanoma skin cancers,Female,0,183,0.003,0.002,0,0.011,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,non-melanoma skin cancers,Male,2,330,0.005,0.004,0.001,0.015,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,myelodysplastic/myeloproliferative syndromes,Female,9,483,0.016,0.016,0.009,0.028,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,myelodysplastic/myeloproliferative syndromes,Male,9,724,0.014,0.014,0.007,0.022,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,adrenocortical carcinoma,Female,0,80,0,0,0,0.005,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,adrenocortical carcinoma,Male,0,54,0,0,0,0.006,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,ovarian cancer,Female,226,2336,0.097,0.097,0.085,0.109,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,esophagogastric cancer,Female,34,504,0.062,0.06,0.044,0.085,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,esophagogastric cancer,Male,58,1297,0.047,0.047,0.036,0.059,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,thyroid cancer,Female,13,537,0.026,0.026,0.015,0.039,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,thyroid cancer,Male,15,480,0.029,0.029,0.018,0.044,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,cervical cancer,Female,31,365,0.085,0.085,0.059,0.116,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,hepatobiliary cancer,Female,67,636,0.104,0.104,0.085,0.126,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,hepatobiliary cancer,Male,74,739,0.101,0.101,0.083,0.121,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,kidney cancer,Female,4,420,0.009,0.009,0.004,0.017,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,kidney cancer,Male,9,1002,0.009,0.009,0.005,0.015,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,mature t and nk neoplasms,Female,2,107,0.016,0.013,0.003,0.041,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,mature t and nk neoplasms,Male,1,124,0.012,0.011,0.001,0.033,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,cns cancer,Female,16,1994,0.008,0.008,0.005,0.012,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Sex,KRAS,cns cancer,Male,21,2569,0.008,0.008,0.005,0.011,KRAS_12-61,12-61,"Codon 12, 13, or 61"
