cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Tumor type,KRAS,soft tissue sarcoma,Metastasis,8,939,0.009,0.009,0.005,0.014,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,soft tissue sarcoma,Not Applicable or Heme,1,119,0.009,0.009,0.004,0.017,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,soft tissue sarcoma,Primary,16,1686,0.009,0.009,0.006,0.013,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,soft tissue sarcoma,Unspecified,0,29,0.009,0.009,0.003,0.018,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,pancreatic cancer,Metastasis,704,981,0.723,0.724,0.695,0.749,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,pancreatic cancer,Not Applicable or Heme,53,75,0.726,0.73,0.655,0.78,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,pancreatic cancer,Primary,1073,1429,0.746,0.746,0.724,0.769,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,leukemia,Metastasis,3,15,0.063,0.05,0.034,0.186,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,leukemia,Not Applicable or Heme,42,923,0.046,0.046,0.035,0.059,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,leukemia,Primary,20,412,0.048,0.047,0.034,0.065,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,leukemia,Unspecified,8,217,0.045,0.045,0.026,0.063,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,melanoma,Metastasis,21,1738,0.012,0.012,0.008,0.018,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,melanoma,Not Applicable or Heme,0,188,0.009,0.01,0,0.018,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,melanoma,Primary,16,898,0.015,0.015,0.009,0.024,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,melanoma,Unspecified,0,22,0.012,0.012,0,0.03,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,head and neck cancer,Metastasis,3,731,0.006,0.005,0.002,0.011,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,head and neck cancer,Not Applicable or Heme,3,67,0.025,0.017,0.004,0.081,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,head and neck cancer,Primary,6,938,0.007,0.007,0.003,0.012,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,uterine cancer,Metastasis,79,586,0.144,0.144,0.118,0.167,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,uterine cancer,Not Applicable or Heme,13,76,0.154,0.152,0.119,0.205,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,uterine cancer,Primary,237,1541,0.153,0.152,0.136,0.17,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,uterine cancer,Unspecified,10,51,0.158,0.154,0.121,0.222,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,non-melanoma skin cancers,Metastasis,1,203,0.005,0.004,0,0.016,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,non-melanoma skin cancers,Not Applicable or Heme,1,22,0.02,0.008,0.001,0.111,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,non-melanoma skin cancers,Primary,0,287,0.003,0.002,0,0.01,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Metastasis,1,11,0.031,0.018,0.006,0.141,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Not Applicable or Heme,10,915,0.013,0.013,0.007,0.021,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Primary,7,250,0.022,0.02,0.01,0.044,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Unspecified,0,31,0.016,0.014,0.001,0.044,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,adrenocortical carcinoma,Metastasis,0,55,0,0,0,0.004,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,adrenocortical carcinoma,Primary,0,72,0,0,0,0.004,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,ovarian cancer,Metastasis,91,1088,0.088,0.088,0.072,0.105,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,ovarian cancer,Not Applicable or Heme,13,160,0.092,0.093,0.061,0.123,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,ovarian cancer,Primary,117,1060,0.106,0.105,0.089,0.125,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,ovarian cancer,Unspecified,5,28,0.111,0.103,0.071,0.204,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,esophagogastric cancer,Metastasis,23,462,0.051,0.05,0.037,0.066,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,esophagogastric cancer,Not Applicable or Heme,2,43,0.051,0.05,0.029,0.079,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,esophagogastric cancer,Primary,66,1283,0.051,0.051,0.041,0.063,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,esophagogastric cancer,Unspecified,1,14,0.054,0.051,0.031,0.091,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,thyroid cancer,Metastasis,10,402,0.027,0.027,0.015,0.042,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,thyroid cancer,Not Applicable or Heme,3,28,0.046,0.033,0.018,0.149,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,thyroid cancer,Primary,15,582,0.027,0.027,0.017,0.04,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cervical cancer,Metastasis,15,136,0.094,0.091,0.058,0.147,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cervical cancer,Not Applicable or Heme,1,12,0.086,0.08,0.026,0.183,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cervical cancer,Primary,13,211,0.072,0.072,0.042,0.107,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,hepatobiliary cancer,Metastasis,53,438,0.114,0.112,0.09,0.144,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,hepatobiliary cancer,Not Applicable or Heme,5,34,0.116,0.109,0.072,0.201,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,hepatobiliary cancer,Primary,82,895,0.097,0.097,0.078,0.116,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,kidney cancer,Metastasis,5,445,0.01,0.009,0.004,0.019,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,kidney cancer,Not Applicable or Heme,0,24,0.009,0.009,0,0.024,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,kidney cancer,Primary,8,944,0.009,0.009,0.004,0.015,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,mature t and nk neoplasms,Metastasis,0,10,0.014,0.01,0,0.053,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0.011,0.009,0,0.038,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,mature t and nk neoplasms,Primary,3,187,0.015,0.013,0.003,0.035,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cns cancer,Metastasis,4,409,0.009,0.008,0.005,0.016,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cns cancer,Not Applicable or Heme,2,526,0.007,0.007,0.003,0.012,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cns cancer,Primary,29,3522,0.008,0.008,0.006,0.011,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,cns cancer,Unspecified,2,108,0.01,0.009,0.005,0.023,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,prostate cancer,Metastasis,3,901,0.005,0.004,0.001,0.008,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,prostate cancer,Not Applicable or Heme,0,57,0.005,0.005,0,0.016,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,prostate cancer,Primary,8,1468,0.005,0.005,0.003,0.009,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,prostate cancer,Unspecified,1,12,0.015,0.006,0.002,0.103,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,anal cancer,Metastasis,2,59,0.036,0.033,0.009,0.081,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,anal cancer,Primary,3,84,0.036,0.034,0.011,0.077,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,neuroendocrine tumors,Metastasis,9,143,0.077,0.077,0.043,0.115,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,neuroendocrine tumors,Not Applicable or Heme,3,20,0.097,0.088,0.049,0.205,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,neuroendocrine tumors,Primary,18,196,0.087,0.086,0.057,0.125,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bladder cancer,Metastasis,15,390,0.044,0.044,0.027,0.06,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bladder cancer,Not Applicable or Heme,1,25,0.048,0.047,0.02,0.09,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bladder cancer,Primary,60,1164,0.05,0.049,0.039,0.062,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0.072,0.071,0.016,0.127,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,9,109,0.078,0.076,0.044,0.122,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Primary,7,101,0.075,0.073,0.041,0.116,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b-lymphoblastic leukemia/lymphoma,Unspecified,3,25,0.083,0.078,0.04,0.16,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,small bowel cancer,Metastasis,33,78,0.42,0.419,0.334,0.508,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,small bowel cancer,Primary,53,128,0.416,0.416,0.342,0.493,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,sex cord stromal tumor,Metastasis,1,49,0.022,0.018,0.002,0.063,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,sex cord stromal tumor,Primary,1,54,0.021,0.018,0.002,0.06,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bone cancer,Metastasis,2,203,0.011,0.01,0.003,0.023,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bone cancer,Not Applicable or Heme,0,25,0.011,0.009,0,0.027,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bone cancer,Primary,4,326,0.011,0.01,0.004,0.022,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,bone cancer,Unspecified,0,16,0.011,0.01,0,0.031,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,vaginal cancer,Metastasis,1,16,0.058,0.05,0.009,0.154,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,vaginal cancer,Primary,3,60,0.053,0.049,0.014,0.115,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,thymic tumor,Metastasis,0,61,0,0,0,0.003,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,thymic tumor,Primary,0,84,0,0,0,0.002,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,ampullary cancer,Metastasis,15,23,0.595,0.588,0.448,0.774,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,ampullary cancer,Primary,43,82,0.54,0.541,0.437,0.639,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,small cell lung cancer,Metastasis,7,207,0.031,0.029,0.014,0.055,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,small cell lung cancer,Primary,4,183,0.026,0.026,0.01,0.048,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,mesothelioma,Metastasis,0,82,0,0,0,0.001,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,mesothelioma,Primary,0,408,0,0,0,0.001,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,germ cell tumor,Metastasis,18,274,0.064,0.063,0.039,0.095,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,germ cell tumor,Not Applicable or Heme,0,81,0.017,0.008,0,0.065,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,germ cell tumor,Primary,36,517,0.068,0.067,0.048,0.091,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,germ cell tumor,Unspecified,0,14,0.029,0.02,0,0.099,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,nerve sheath tumor,Metastasis,1,16,0.04,0.019,0.001,0.18,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,nerve sheath tumor,Not Applicable or Heme,0,17,0.007,0.002,0,0.043,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,nerve sheath tumor,Primary,0,117,0.004,0.001,0,0.02,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,penile cancer,Metastasis,1,11,0.092,0.076,0.01,0.257,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,penile cancer,Primary,1,13,0.087,0.074,0.01,0.24,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,pheochromocytoma,Primary,0,18,0.003,0,0,0.033,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,pineal tumor,Primary,1,14,0.082,0.063,0.003,0.266,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b cell lymphoma,Metastasis,2,57,0.038,0.037,0.02,0.064,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b cell lymphoma,Not Applicable or Heme,7,145,0.04,0.039,0.025,0.065,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b cell lymphoma,Primary,25,709,0.037,0.037,0.026,0.05,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,b cell lymphoma,Unspecified,2,51,0.039,0.038,0.02,0.066,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,non-hodgkin lymphoma,Primary,0,14,0.004,0,0,0.047,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,t-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,0,25,0.001,0,0,0.016,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,t-lymphoblastic leukemia/lymphoma,Primary,0,11,0.002,0,0,0.02,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,retinoblastoma,Not Applicable or Heme,0,10,0.002,0,0,0.019,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,retinoblastoma,Primary,0,41,0.001,0,0,0.011,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,hodgkin lymphoma,Primary,0,35,0.001,0,0,0.015,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,lung cancer,Primary,1,17,0.066,0.051,0.003,0.216,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,parathyroid cancer,Primary,1,13,0.086,0.066,0.004,0.274,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Tumor type,KRAS,appendiceal cancer,Metastasis,67,174,0.397,0.398,0.324,0.467,KRAS_12,12,Codon 12
single,Tumor type,KRAS,appendiceal cancer,Not Applicable or Heme,2,10,0.356,0.381,0.11,0.517,KRAS_12,12,Codon 12
single,Tumor type,KRAS,appendiceal cancer,Primary,75,151,0.473,0.471,0.396,0.556,KRAS_12,12,Codon 12
single,Tumor type,KRAS,colorectal cancer,Metastasis,726,2354,0.306,0.306,0.29,0.323,KRAS_12,12,Codon 12
single,Tumor type,KRAS,colorectal cancer,Not Applicable or Heme,69,224,0.304,0.303,0.27,0.342,KRAS_12,12,Codon 12
single,Tumor type,KRAS,colorectal cancer,Primary,1216,4115,0.297,0.297,0.284,0.31,KRAS_12,12,Codon 12
single,Tumor type,KRAS,colorectal cancer,Unspecified,9,31,0.302,0.301,0.253,0.353,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cancer of unknown primary,Metastasis,219,1389,0.158,0.157,0.139,0.177,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cancer of unknown primary,Not Applicable or Heme,53,229,0.216,0.215,0.162,0.274,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cancer of unknown primary,Primary,32,311,0.114,0.113,0.08,0.153,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cancer of unknown primary,Unspecified,9,60,0.154,0.152,0.09,0.231,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-small cell lung cancer,Metastasis,815,3750,0.217,0.217,0.204,0.231,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-small cell lung cancer,Not Applicable or Heme,43,223,0.2,0.2,0.153,0.247,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-small cell lung cancer,Primary,1663,6059,0.274,0.274,0.262,0.285,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-small cell lung cancer,Unspecified,14,99,0.174,0.174,0.105,0.242,KRAS_12,12,Codon 12
single,Tumor type,KRAS,breast cancer,Metastasis,34,3094,0.011,0.011,0.007,0.015,KRAS_12,12,Codon 12
single,Tumor type,KRAS,breast cancer,Not Applicable or Heme,3,105,0.02,0.016,0.005,0.054,KRAS_12,12,Codon 12
single,Tumor type,KRAS,breast cancer,Primary,27,6125,0.005,0.005,0.003,0.007,KRAS_12,12,Codon 12
single,Tumor type,KRAS,soft tissue sarcoma,Metastasis,7,939,0.008,0.008,0.004,0.013,KRAS_12,12,Codon 12
single,Tumor type,KRAS,soft tissue sarcoma,Not Applicable or Heme,1,119,0.009,0.008,0.003,0.016,KRAS_12,12,Codon 12
single,Tumor type,KRAS,soft tissue sarcoma,Primary,15,1686,0.009,0.008,0.005,0.013,KRAS_12,12,Codon 12
single,Tumor type,KRAS,soft tissue sarcoma,Unspecified,0,29,0.009,0.008,0.003,0.017,KRAS_12,12,Codon 12
single,Tumor type,KRAS,pancreatic cancer,Metastasis,643,981,0.662,0.663,0.633,0.689,KRAS_12,12,Codon 12
single,Tumor type,KRAS,pancreatic cancer,Not Applicable or Heme,53,75,0.681,0.679,0.625,0.75,KRAS_12,12,Codon 12
single,Tumor type,KRAS,pancreatic cancer,Primary,979,1429,0.682,0.682,0.659,0.705,KRAS_12,12,Codon 12
single,Tumor type,KRAS,leukemia,Metastasis,2,15,0.04,0.031,0.017,0.135,KRAS_12,12,Codon 12
single,Tumor type,KRAS,leukemia,Not Applicable or Heme,25,923,0.028,0.028,0.019,0.038,KRAS_12,12,Codon 12
single,Tumor type,KRAS,leukemia,Primary,14,412,0.031,0.03,0.02,0.047,KRAS_12,12,Codon 12
single,Tumor type,KRAS,leukemia,Unspecified,3,217,0.024,0.025,0.009,0.038,KRAS_12,12,Codon 12
single,Tumor type,KRAS,melanoma,Metastasis,13,1738,0.008,0.008,0.005,0.012,KRAS_12,12,Codon 12
single,Tumor type,KRAS,melanoma,Not Applicable or Heme,0,188,0.007,0.007,0,0.013,KRAS_12,12,Codon 12
single,Tumor type,KRAS,melanoma,Primary,10,898,0.009,0.009,0.005,0.016,KRAS_12,12,Codon 12
single,Tumor type,KRAS,melanoma,Unspecified,0,22,0.008,0.008,0,0.021,KRAS_12,12,Codon 12
single,Tumor type,KRAS,head and neck cancer,Metastasis,3,731,0.005,0.005,0.002,0.01,KRAS_12,12,Codon 12
single,Tumor type,KRAS,head and neck cancer,Not Applicable or Heme,2,67,0.012,0.007,0.003,0.049,KRAS_12,12,Codon 12
single,Tumor type,KRAS,head and neck cancer,Primary,4,938,0.005,0.005,0.002,0.009,KRAS_12,12,Codon 12
single,Tumor type,KRAS,uterine cancer,Metastasis,64,586,0.118,0.118,0.094,0.139,KRAS_12,12,Codon 12
single,Tumor type,KRAS,uterine cancer,Not Applicable or Heme,11,76,0.13,0.127,0.097,0.183,KRAS_12,12,Codon 12
single,Tumor type,KRAS,uterine cancer,Primary,194,1541,0.125,0.125,0.111,0.141,KRAS_12,12,Codon 12
single,Tumor type,KRAS,uterine cancer,Unspecified,10,51,0.138,0.13,0.103,0.218,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-melanoma skin cancers,Metastasis,1,203,0.005,0.004,0,0.016,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-melanoma skin cancers,Not Applicable or Heme,1,22,0.021,0.008,0.001,0.113,KRAS_12,12,Codon 12
single,Tumor type,KRAS,non-melanoma skin cancers,Primary,0,287,0.003,0.002,0,0.01,KRAS_12,12,Codon 12
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Metastasis,0,11,0.01,0.009,0.001,0.031,KRAS_12,12,Codon 12
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Not Applicable or Heme,7,915,0.009,0.009,0.004,0.015,KRAS_12,12,Codon 12
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Primary,4,250,0.011,0.01,0.005,0.025,KRAS_12,12,Codon 12
single,Tumor type,KRAS,myelodysplastic/myeloproliferative syndromes,Unspecified,0,31,0.01,0.009,0.001,0.025,KRAS_12,12,Codon 12
single,Tumor type,KRAS,adrenocortical carcinoma,Metastasis,0,55,0,0,0,0.004,KRAS_12,12,Codon 12
single,Tumor type,KRAS,adrenocortical carcinoma,Primary,0,72,0,0,0,0.004,KRAS_12,12,Codon 12
single,Tumor type,KRAS,ovarian cancer,Metastasis,82,1088,0.079,0.079,0.063,0.094,KRAS_12,12,Codon 12
single,Tumor type,KRAS,ovarian cancer,Not Applicable or Heme,9,160,0.075,0.077,0.042,0.103,KRAS_12,12,Codon 12
single,Tumor type,KRAS,ovarian cancer,Primary,107,1060,0.096,0.096,0.08,0.115,KRAS_12,12,Codon 12
single,Tumor type,KRAS,ovarian cancer,Unspecified,4,28,0.095,0.089,0.057,0.172,KRAS_12,12,Codon 12
single,Tumor type,KRAS,esophagogastric cancer,Metastasis,17,462,0.037,0.037,0.026,0.051,KRAS_12,12,Codon 12
single,Tumor type,KRAS,esophagogastric cancer,Not Applicable or Heme,2,43,0.038,0.037,0.022,0.065,KRAS_12,12,Codon 12
single,Tumor type,KRAS,esophagogastric cancer,Primary,46,1283,0.036,0.036,0.028,0.046,KRAS_12,12,Codon 12
single,Tumor type,KRAS,esophagogastric cancer,Unspecified,1,14,0.04,0.037,0.022,0.074,KRAS_12,12,Codon 12
single,Tumor type,KRAS,thyroid cancer,Metastasis,7,402,0.014,0.013,0.006,0.026,KRAS_12,12,Codon 12
single,Tumor type,KRAS,thyroid cancer,Not Applicable or Heme,0,28,0.012,0.011,0,0.031,KRAS_12,12,Codon 12
single,Tumor type,KRAS,thyroid cancer,Primary,5,582,0.011,0.01,0.004,0.019,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cervical cancer,Metastasis,12,136,0.077,0.074,0.046,0.121,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cervical cancer,Not Applicable or Heme,1,12,0.075,0.07,0.027,0.158,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cervical cancer,Primary,12,211,0.065,0.065,0.038,0.097,KRAS_12,12,Codon 12
single,Tumor type,KRAS,hepatobiliary cancer,Metastasis,43,438,0.092,0.091,0.071,0.121,KRAS_12,12,Codon 12
single,Tumor type,KRAS,hepatobiliary cancer,Not Applicable or Heme,5,34,0.101,0.091,0.061,0.193,KRAS_12,12,Codon 12
single,Tumor type,KRAS,hepatobiliary cancer,Primary,65,895,0.077,0.077,0.061,0.095,KRAS_12,12,Codon 12
single,Tumor type,KRAS,kidney cancer,Metastasis,5,445,0.009,0.008,0.004,0.018,KRAS_12,12,Codon 12
single,Tumor type,KRAS,kidney cancer,Not Applicable or Heme,0,24,0.008,0.007,0,0.024,KRAS_12,12,Codon 12
single,Tumor type,KRAS,kidney cancer,Primary,6,944,0.007,0.007,0.003,0.013,KRAS_12,12,Codon 12
single,Tumor type,KRAS,mature t and nk neoplasms,Metastasis,0,10,0.007,0.003,0,0.036,KRAS_12,12,Codon 12
single,Tumor type,KRAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0.006,0.003,0,0.025,KRAS_12,12,Codon 12
single,Tumor type,KRAS,mature t and nk neoplasms,Primary,1,187,0.005,0.004,0,0.018,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cns cancer,Metastasis,3,409,0.006,0.005,0.003,0.011,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cns cancer,Not Applicable or Heme,1,526,0.005,0.005,0.001,0.008,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cns cancer,Primary,19,3522,0.005,0.005,0.003,0.008,KRAS_12,12,Codon 12
single,Tumor type,KRAS,cns cancer,Unspecified,1,108,0.006,0.005,0.002,0.014,KRAS_12,12,Codon 12
single,Tumor type,KRAS,prostate cancer,Metastasis,1,901,0.002,0.002,0,0.005,KRAS_12,12,Codon 12
single,Tumor type,KRAS,prostate cancer,Not Applicable or Heme,0,57,0.003,0.003,0,0.01,KRAS_12,12,Codon 12
single,Tumor type,KRAS,prostate cancer,Primary,6,1468,0.003,0.003,0.001,0.007,KRAS_12,12,Codon 12
single,Tumor type,KRAS,prostate cancer,Unspecified,0,12,0.004,0.003,0,0.015,KRAS_12,12,Codon 12
single,Tumor type,KRAS,anal cancer,Metastasis,1,59,0.016,0.013,0.002,0.049,KRAS_12,12,Codon 12
single,Tumor type,KRAS,anal cancer,Primary,1,84,0.015,0.012,0.001,0.042,KRAS_12,12,Codon 12
