cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Center,RAS,cervical cancer,DFCI,0,89,0.01,0.009,0,0.025,RAS_13,13,Codon 13
single,Center,RAS,cervical cancer,GRCC,0,35,0.011,0.009,0,0.028,RAS_13,13,Codon 13
single,Center,RAS,cervical cancer,MDA,0,39,0.01,0.009,0,0.029,RAS_13,13,Codon 13
single,Center,RAS,cervical cancer,MSK,3,128,0.015,0.013,0.004,0.037,RAS_13,13,Codon 13
single,Center,RAS,cervical cancer,UHN,1,42,0.014,0.011,0.002,0.041,RAS_13,13,Codon 13
single,Center,RAS,cervical cancer,WAKE,0,12,0.012,0.01,0,0.036,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,DFCI,2,244,0.009,0.009,0.004,0.017,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,DUKE,0,12,0.01,0.009,0.003,0.021,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,GRCC,2,113,0.01,0.01,0.004,0.022,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,JHU,0,12,0.01,0.009,0.003,0.021,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,MDA,0,56,0.009,0.009,0.002,0.018,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,MSK,8,743,0.01,0.01,0.005,0.017,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,PHS,0,19,0.01,0.009,0.003,0.02,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,UCSF,0,21,0.01,0.009,0.003,0.019,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,UHN,1,43,0.011,0.01,0.004,0.023,RAS_13,13,Codon 13
single,Center,RAS,hepatobiliary cancer,VICC,0,85,0.009,0.009,0.002,0.017,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,DFCI,0,503,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,DUKE,0,17,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,GRCC,0,32,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,MDA,0,116,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,MSK,0,620,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,SCI,0,11,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,UCSF,0,18,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,UHN,0,17,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,VICC,0,48,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,kidney cancer,WAKE,0,16,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,mature t and nk neoplasms,DFCI,0,120,0,0,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,mature t and nk neoplasms,MSK,0,99,0,0,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,CHOP,1,175,0.002,0.001,0,0.006,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,DFCI,1,1633,0.001,0.001,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,DUKE,0,42,0.001,0.001,0,0.004,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,GRCC,0,73,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,JHU,0,270,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,MDA,0,326,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,MSK,1,1304,0.001,0.001,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,NKI,0,11,0.001,0.001,0,0.004,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,PHS,0,62,0.001,0.001,0,0.004,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,SCI,0,89,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,UCSF,2,452,0.002,0.001,0,0.005,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,VICC,0,87,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,cns cancer,WAKE,0,27,0.001,0.001,0,0.004,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,DFCI,0,514,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,DUKE,0,82,0.001,0.001,0,0.005,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,GRCC,0,110,0.001,0.001,0,0.005,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,MDA,1,55,0.003,0.002,0,0.023,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,MSK,2,1535,0.001,0.001,0,0.003,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,UCSF,0,51,0.002,0.001,0,0.006,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,UHN,0,34,0.002,0.001,0,0.007,RAS_13,13,Codon 13
single,Center,RAS,prostate cancer,VICC,0,30,0.002,0.001,0,0.006,RAS_13,13,Codon 13
single,Center,RAS,anal cancer,DFCI,0,44,0.012,0.008,0,0.044,RAS_13,13,Codon 13
single,Center,RAS,anal cancer,MDA,0,16,0.014,0.01,0,0.054,RAS_13,13,Codon 13
single,Center,RAS,anal cancer,MSK,2,65,0.023,0.019,0.003,0.066,RAS_13,13,Codon 13
single,Center,RAS,neuroendocrine tumors,DFCI,3,178,0.018,0.017,0.006,0.036,RAS_13,13,Codon 13
single,Center,RAS,neuroendocrine tumors,MDA,0,16,0.018,0.016,0.002,0.043,RAS_13,13,Codon 13
single,Center,RAS,neuroendocrine tumors,MSK,2,110,0.018,0.017,0.006,0.038,RAS_13,13,Codon 13
single,Center,RAS,neuroendocrine tumors,NKI,0,11,0.018,0.016,0.003,0.045,RAS_13,13,Codon 13
single,Center,RAS,neuroendocrine tumors,UCSF,0,11,0.018,0.016,0.003,0.044,RAS_13,13,Codon 13
single,Center,RAS,neuroendocrine tumors,VICC,1,18,0.021,0.018,0.005,0.059,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,DFCI,4,536,0.01,0.009,0.003,0.017,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,DUKE,0,14,0.011,0.01,0.001,0.025,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,GRCC,0,86,0.009,0.009,0.001,0.019,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,MDA,0,46,0.01,0.01,0.001,0.021,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,MSK,13,742,0.014,0.013,0.008,0.023,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,UCSF,0,16,0.011,0.01,0.001,0.025,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,UHN,0,24,0.011,0.01,0.001,0.025,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,VICC,1,69,0.011,0.011,0.002,0.026,RAS_13,13,Codon 13
single,Center,RAS,bladder cancer,WAKE,0,21,0.011,0.01,0.001,0.024,RAS_13,13,Codon 13
single,Center,RAS,b-lymphoblastic leukemia/lymphoma,CHOP,2,25,0.062,0.058,0.024,0.131,RAS_13,13,Codon 13
single,Center,RAS,b-lymphoblastic leukemia/lymphoma,DFCI,7,78,0.067,0.063,0.033,0.126,RAS_13,13,Codon 13
single,Center,RAS,b-lymphoblastic leukemia/lymphoma,MSK,1,60,0.048,0.048,0.01,0.088,RAS_13,13,Codon 13
single,Center,RAS,b-lymphoblastic leukemia/lymphoma,UCSF,1,13,0.061,0.057,0.02,0.136,RAS_13,13,Codon 13
single,Center,RAS,b-lymphoblastic leukemia/lymphoma,UHN,3,68,0.054,0.053,0.021,0.095,RAS_13,13,Codon 13
single,Center,RAS,small bowel cancer,DFCI,2,42,0.056,0.053,0.021,0.105,RAS_13,13,Codon 13
single,Center,RAS,small bowel cancer,JHU,2,28,0.059,0.056,0.023,0.119,RAS_13,13,Codon 13
single,Center,RAS,small bowel cancer,MSK,6,90,0.059,0.057,0.027,0.104,RAS_13,13,Codon 13
single,Center,RAS,small bowel cancer,VICC,0,16,0.052,0.051,0.008,0.103,RAS_13,13,Codon 13
single,Center,RAS,sex cord stromal tumor,DFCI,0,32,0.011,0.007,0,0.044,RAS_13,13,Codon 13
single,Center,RAS,sex cord stromal tumor,GRCC,0,10,0.014,0.008,0,0.059,RAS_13,13,Codon 13
single,Center,RAS,sex cord stromal tumor,MSK,1,38,0.016,0.011,0.001,0.06,RAS_13,13,Codon 13
single,Center,RAS,sex cord stromal tumor,UHN,0,13,0.013,0.008,0,0.053,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,CHOP,0,15,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,DFCI,0,90,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,GRCC,0,18,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,MDA,0,88,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,MSK,0,296,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,UCSF,0,19,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,bone cancer,VICC,0,17,0,0,0,0,RAS_13,13,Codon 13
single,Center,RAS,vaginal cancer,DFCI,0,37,0.013,0.007,0,0.057,RAS_13,13,Codon 13
single,Center,RAS,vaginal cancer,MSK,1,16,0.035,0.021,0.001,0.152,RAS_13,13,Codon 13
single,Center,RAS,vaginal cancer,UHN,0,10,0.017,0.009,0,0.081,RAS_13,13,Codon 13
single,Center,RAS,thymic tumor,DFCI,1,49,0.012,0.009,0.001,0.047,RAS_13,13,Codon 13
single,Center,RAS,thymic tumor,GRCC,0,10,0.01,0.006,0,0.045,RAS_13,13,Codon 13
single,Center,RAS,thymic tumor,MDA,0,10,0.01,0.006,0,0.045,RAS_13,13,Codon 13
single,Center,RAS,thymic tumor,MSK,0,52,0.008,0.005,0,0.032,RAS_13,13,Codon 13
single,Center,RAS,ampullary cancer,DFCI,1,22,0.04,0.033,0.005,0.113,RAS_13,13,Codon 13
single,Center,RAS,ampullary cancer,MSK,2,67,0.034,0.031,0.007,0.082,RAS_13,13,Codon 13
single,Center,RAS,small cell lung cancer,DFCI,0,97,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,small cell lung cancer,JHU,0,11,0,0,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,small cell lung cancer,MDA,0,28,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,small cell lung cancer,MSK,0,204,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,small cell lung cancer,WAKE,0,16,0,0,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,mesothelioma,DFCI,0,217,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,mesothelioma,MDA,0,11,0,0,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,mesothelioma,MSK,0,233,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,germ cell tumor,CHOP,0,27,0.008,0.007,0,0.024,RAS_13,13,Codon 13
single,Center,RAS,germ cell tumor,DFCI,0,176,0.006,0.005,0,0.015,RAS_13,13,Codon 13
single,Center,RAS,germ cell tumor,GRCC,0,18,0.008,0.007,0,0.027,RAS_13,13,Codon 13
single,Center,RAS,germ cell tumor,MDA,0,68,0.007,0.006,0,0.019,RAS_13,13,Codon 13
single,Center,RAS,germ cell tumor,MSK,5,488,0.009,0.009,0.003,0.018,RAS_13,13,Codon 13
single,Center,RAS,germ cell tumor,UCSF,2,74,0.013,0.01,0.003,0.046,RAS_13,13,Codon 13
single,Center,RAS,nerve sheath tumor,DFCI,0,72,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,nerve sheath tumor,MDA,0,10,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,nerve sheath tumor,MSK,0,51,0,0,0,0.001,RAS_13,13,Codon 13
single,Center,RAS,nerve sheath tumor,UCSF,0,11,0,0,0,0.002,RAS_13,13,Codon 13
single,Center,RAS,pheochromocytoma,DFCI,0,13,0.004,0,0,0.048,RAS_13,13,Codon 13
single,Center,RAS,b cell lymphoma,DFCI,8,572,0.013,0.013,0.006,0.022,RAS_13,13,Codon 13
single,Center,RAS,b cell lymphoma,MSK,4,345,0.013,0.012,0.005,0.023,RAS_13,13,Codon 13
single,Center,RAS,b cell lymphoma,SCI,0,20,0.013,0.012,0.002,0.03,RAS_13,13,Codon 13
single,Center,RAS,b cell lymphoma,UCSF,0,11,0.013,0.012,0.002,0.032,RAS_13,13,Codon 13
single,Center,RAS,non-hodgkin lymphoma,DFCI,0,20,0.003,0,0,0.034,RAS_13,13,Codon 13
single,Center,RAS,t-lymphoblastic leukemia/lymphoma,DFCI,0,16,0.002,0,0,0.027,RAS_13,13,Codon 13
single,Center,RAS,retinoblastoma,MSK,0,39,0.001,0,0,0.013,RAS_13,13,Codon 13
single,Center,RAS,retinoblastoma,UCSF,0,10,0.002,0,0,0.02,RAS_13,13,Codon 13
single,Center,RAS,hodgkin lymphoma,MSK,0,22,0.002,0,0,0.023,RAS_13,13,Codon 13
single,Center,RAS,lung cancer,PHS,0,12,0.005,0,0,0.057,RAS_13,13,Codon 13
single,Center,RAS,parathyroid cancer,PHS,1,15,0.074,0.056,0.004,0.238,RAS_13,13,Codon 13
single,Center,RAS,appendiceal cancer,DFCI,3,66,0.031,0.029,0.013,0.063,RAS_61,61,Codon 61
single,Center,RAS,appendiceal cancer,MDA,1,30,0.03,0.028,0.01,0.061,RAS_61,61,Codon 61
single,Center,RAS,appendiceal cancer,MSK,4,170,0.027,0.027,0.011,0.049,RAS_61,61,Codon 61
single,Center,RAS,appendiceal cancer,NKI,0,14,0.028,0.027,0.007,0.06,RAS_61,61,Codon 61
single,Center,RAS,appendiceal cancer,VICC,1,24,0.03,0.028,0.01,0.066,RAS_61,61,Codon 61
single,Center,RAS,appendiceal cancer,WAKE,0,17,0.028,0.026,0.007,0.058,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,DFCI,64,1498,0.042,0.041,0.035,0.05,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,DUKE,6,111,0.042,0.041,0.03,0.06,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,GRCC,8,85,0.046,0.043,0.034,0.076,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,JHU,44,940,0.043,0.043,0.035,0.054,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,MDA,32,640,0.044,0.043,0.035,0.057,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,MSK,84,2237,0.039,0.039,0.032,0.046,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,NKI,11,242,0.042,0.041,0.03,0.056,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,PHS,4,126,0.04,0.04,0.025,0.053,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,SCI,2,40,0.041,0.041,0.027,0.059,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,UCHI,2,77,0.04,0.04,0.024,0.053,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,UCSF,1,66,0.039,0.04,0.022,0.052,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,UHN,3,259,0.036,0.037,0.017,0.047,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,VICC,14,310,0.042,0.041,0.031,0.055,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,WAKE,0,62,0.038,0.039,0.02,0.051,RAS_61,61,Codon 61
single,Center,RAS,colorectal cancer,YALE,0,19,0.04,0.04,0.022,0.055,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,DFCI,15,587,0.024,0.023,0.016,0.034,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,GRCC,2,53,0.024,0.023,0.011,0.046,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,JHU,5,124,0.026,0.024,0.015,0.049,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,MDA,1,176,0.019,0.02,0.005,0.031,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,MSK,19,768,0.023,0.023,0.016,0.033,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,NKI,0,56,0.021,0.021,0.005,0.034,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,SCI,0,11,0.022,0.022,0.006,0.039,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,UCSF,0,49,0.021,0.021,0.005,0.034,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,UHN,0,24,0.022,0.022,0.006,0.037,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,VICC,3,64,0.025,0.024,0.013,0.052,RAS_61,61,Codon 61
single,Center,RAS,cancer of unknown primary,WAKE,0,43,0.021,0.021,0.006,0.034,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,DFCI,64,2495,0.025,0.025,0.02,0.031,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,DUKE,0,81,0.022,0.023,0.01,0.032,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,GRCC,4,228,0.023,0.023,0.013,0.032,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,JHU,53,1687,0.028,0.027,0.022,0.036,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,MDA,3,93,0.025,0.024,0.015,0.04,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,MSK,78,3734,0.022,0.022,0.018,0.026,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,NKI,8,178,0.028,0.026,0.019,0.046,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,PHS,11,479,0.024,0.024,0.016,0.033,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,SCI,3,66,0.026,0.025,0.016,0.043,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,UCHI,1,37,0.024,0.024,0.014,0.039,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,UCSF,0,18,0.024,0.024,0.013,0.037,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,UHN,3,154,0.024,0.024,0.014,0.035,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,VICC,12,422,0.025,0.025,0.018,0.036,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,WAKE,2,379,0.02,0.021,0.009,0.028,RAS_61,61,Codon 61
single,Center,RAS,non-small cell lung cancer,YALE,2,75,0.025,0.024,0.014,0.038,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,CRUK,2,2420,0.001,0.001,0,0.002,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,DFCI,3,1606,0.001,0.001,0.001,0.003,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,DUKE,0,43,0.001,0.001,0,0.005,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,GRCC,0,161,0.001,0.001,0,0.004,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,MDA,0,714,0.001,0.001,0,0.002,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,MSK,2,3631,0.001,0.001,0,0.002,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,NKI,0,21,0.002,0.001,0,0.007,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,PHS,0,29,0.002,0.001,0,0.006,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,SCI,1,90,0.002,0.001,0,0.013,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,UCSF,1,41,0.003,0.001,0,0.021,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,UHN,0,201,0.001,0.001,0,0.004,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,VHIO,1,16,0.004,0.001,0,0.034,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,VICC,0,315,0.001,0.001,0,0.003,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,WAKE,0,24,0.002,0.001,0,0.006,RAS_61,61,Codon 61
single,Center,RAS,breast cancer,YALE,0,11,0.002,0.001,0,0.007,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,COLU,0,14,0.012,0.012,0.006,0.021,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,DFCI,9,793,0.012,0.012,0.007,0.017,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,GRCC,2,63,0.013,0.012,0.007,0.025,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,JHU,0,75,0.012,0.012,0.005,0.019,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,MDA,1,166,0.012,0.012,0.005,0.018,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,MSK,17,1387,0.012,0.012,0.008,0.017,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,NKI,0,55,0.012,0.012,0.005,0.019,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,PHS,1,17,0.013,0.012,0.007,0.025,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,UCSF,1,54,0.012,0.012,0.006,0.022,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,UHN,0,19,0.012,0.012,0.005,0.02,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,VICC,2,73,0.013,0.012,0.007,0.024,RAS_61,61,Codon 61
single,Center,RAS,soft tissue sarcoma,WAKE,0,35,0.012,0.012,0.006,0.02,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,COLU,2,29,0.057,0.057,0.029,0.09,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,DFCI,29,532,0.056,0.056,0.04,0.071,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,DUKE,0,14,0.053,0.054,0.019,0.08,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,GRCC,3,33,0.06,0.058,0.032,0.099,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,JHU,0,17,0.052,0.054,0.018,0.078,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,MDA,3,62,0.055,0.055,0.028,0.081,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,MSK,101,1477,0.064,0.064,0.053,0.077,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,NKI,2,13,0.061,0.058,0.032,0.113,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,PHS,1,30,0.054,0.055,0.023,0.082,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,SCI,1,32,0.053,0.055,0.023,0.079,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,UCSF,0,65,0.048,0.05,0.014,0.07,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,UHN,2,74,0.051,0.053,0.022,0.073,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,VHIO,1,10,0.057,0.057,0.027,0.095,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,VICC,5,83,0.057,0.057,0.032,0.084,RAS_61,61,Codon 61
single,Center,RAS,pancreatic cancer,WAKE,0,16,0.053,0.054,0.019,0.081,RAS_61,61,Codon 61
single,Center,RAS,leukemia,CHOP,1,10,0.036,0.032,0.018,0.076,RAS_61,61,Codon 61
single,Center,RAS,leukemia,DFCI,11,269,0.035,0.033,0.022,0.054,RAS_61,61,Codon 61
single,Center,RAS,leukemia,JHU,10,219,0.036,0.034,0.023,0.058,RAS_61,61,Codon 61
single,Center,RAS,leukemia,MSK,2,39,0.035,0.032,0.019,0.067,RAS_61,61,Codon 61
single,Center,RAS,leukemia,UCHI,5,109,0.035,0.033,0.021,0.061,RAS_61,61,Codon 61
single,Center,RAS,leukemia,UCSF,0,13,0.032,0.031,0.015,0.059,RAS_61,61,Codon 61
single,Center,RAS,leukemia,UHN,13,608,0.028,0.028,0.017,0.039,RAS_61,61,Codon 61
single,Center,RAS,leukemia,VICC,6,283,0.029,0.029,0.016,0.043,RAS_61,61,Codon 61
single,Center,RAS,melanoma,DFCI,105,432,0.218,0.216,0.193,0.252,RAS_61,61,Codon 61
single,Center,RAS,melanoma,GRCC,3,11,0.207,0.207,0.171,0.248,RAS_61,61,Codon 61
single,Center,RAS,melanoma,JHU,92,443,0.207,0.206,0.182,0.232,RAS_61,61,Codon 61
single,Center,RAS,melanoma,MDA,80,387,0.206,0.206,0.181,0.233,RAS_61,61,Codon 61
single,Center,RAS,melanoma,MSK,188,922,0.205,0.205,0.185,0.225,RAS_61,61,Codon 61
single,Center,RAS,melanoma,NKI,22,108,0.206,0.206,0.174,0.238,RAS_61,61,Codon 61
single,Center,RAS,melanoma,PHS,9,59,0.202,0.203,0.163,0.234,RAS_61,61,Codon 61
single,Center,RAS,melanoma,UCHI,8,32,0.208,0.207,0.174,0.248,RAS_61,61,Codon 61
single,Center,RAS,melanoma,UCSF,18,99,0.203,0.204,0.167,0.234,RAS_61,61,Codon 61
single,Center,RAS,melanoma,UHN,3,24,0.203,0.204,0.164,0.239,RAS_61,61,Codon 61
single,Center,RAS,melanoma,VICC,53,294,0.2,0.201,0.168,0.226,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,DFCI,8,572,0.013,0.013,0.008,0.02,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,GRCC,1,156,0.012,0.012,0.006,0.021,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,MDA,2,156,0.013,0.012,0.007,0.022,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,MSK,8,610,0.013,0.013,0.007,0.02,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,NKI,0,15,0.013,0.012,0.005,0.022,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,PHS,0,14,0.013,0.012,0.005,0.023,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,UCSF,1,39,0.013,0.013,0.006,0.025,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,UHN,0,50,0.012,0.012,0.005,0.021,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,VICC,2,87,0.013,0.013,0.007,0.024,RAS_61,61,Codon 61
single,Center,RAS,head and neck cancer,WAKE,0,27,0.013,0.012,0.005,0.022,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,DFCI,14,740,0.016,0.016,0.011,0.024,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,GRCC,0,18,0.015,0.015,0.004,0.026,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,MDA,0,46,0.015,0.015,0.004,0.025,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,MSK,17,1057,0.016,0.015,0.01,0.022,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,PHS,0,10,0.015,0.015,0.005,0.027,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,SCI,0,10,0.015,0.015,0.005,0.028,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,UCSF,0,65,0.014,0.015,0.003,0.024,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,UHN,1,139,0.014,0.015,0.005,0.023,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,VICC,0,46,0.015,0.015,0.004,0.025,RAS_61,61,Codon 61
single,Center,RAS,uterine cancer,WAKE,3,96,0.017,0.016,0.009,0.034,RAS_61,61,Codon 61
single,Center,RAS,non-melanoma skin cancers,DFCI,1,184,0.011,0.01,0.002,0.025,RAS_61,61,Codon 61
