cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Race,RAS,prostate cancer,"NA",1,289,0.002,0.002,0,0.006,RAS_13,13,Codon 13
single,Race,RAS,prostate cancer,Other,0,31,0.002,0.002,0,0.006,RAS_13,13,Codon 13
single,Race,RAS,prostate cancer,White,3,1882,0.002,0.002,0,0.004,RAS_13,13,Codon 13
single,Race,RAS,anal cancer,"NA",0,13,0.015,0.01,0,0.063,RAS_13,13,Codon 13
single,Race,RAS,anal cancer,White,2,126,0.016,0.014,0.002,0.042,RAS_13,13,Codon 13
single,Race,RAS,neuroendocrine tumors,Black,0,23,0.014,0.012,0,0.046,RAS_13,13,Codon 13
single,Race,RAS,neuroendocrine tumors,"NA",0,45,0.013,0.011,0,0.039,RAS_13,13,Codon 13
single,Race,RAS,neuroendocrine tumors,White,7,283,0.022,0.021,0.009,0.042,RAS_13,13,Codon 13
single,Race,RAS,bladder cancer,Asian,0,40,0.012,0.011,0.002,0.026,RAS_13,13,Codon 13
single,Race,RAS,bladder cancer,Black,0,43,0.012,0.011,0.002,0.026,RAS_13,13,Codon 13
single,Race,RAS,bladder cancer,"NA",3,169,0.014,0.013,0.006,0.029,RAS_13,13,Codon 13
single,Race,RAS,bladder cancer,Other,1,14,0.018,0.013,0.005,0.071,RAS_13,13,Codon 13
single,Race,RAS,bladder cancer,White,15,1311,0.012,0.012,0.007,0.018,RAS_13,13,Codon 13
single,Race,RAS,b-lymphoblastic leukemia/lymphoma,Asian,1,17,0.058,0.054,0.018,0.123,RAS_13,13,Codon 13
single,Race,RAS,b-lymphoblastic leukemia/lymphoma,"NA",4,92,0.053,0.051,0.022,0.091,RAS_13,13,Codon 13
single,Race,RAS,b-lymphoblastic leukemia/lymphoma,White,8,125,0.058,0.057,0.03,0.097,RAS_13,13,Codon 13
single,Race,RAS,small bowel cancer,Black,1,25,0.06,0.058,0.014,0.123,RAS_13,13,Codon 13
single,Race,RAS,small bowel cancer,"NA",3,22,0.08,0.069,0.031,0.201,RAS_13,13,Codon 13
single,Race,RAS,small bowel cancer,White,8,150,0.059,0.057,0.029,0.098,RAS_13,13,Codon 13
single,Race,RAS,sex cord stromal tumor,"NA",0,23,0,0,0,0.003,RAS_13,13,Codon 13
single,Race,RAS,sex cord stromal tumor,White,0,69,0,0,0,0.002,RAS_13,13,Codon 13
single,Race,RAS,bone cancer,Asian,0,30,0,0,0,0,RAS_13,13,Codon 13
single,Race,RAS,bone cancer,Black,0,32,0,0,0,0,RAS_13,13,Codon 13
single,Race,RAS,bone cancer,"NA",0,86,0,0,0,0,RAS_13,13,Codon 13
single,Race,RAS,bone cancer,Other,0,29,0,0,0,0,RAS_13,13,Codon 13
single,Race,RAS,bone cancer,White,0,391,0,0,0,0,RAS_13,13,Codon 13
single,Race,RAS,vaginal cancer,White,1,68,0.017,0.013,0.001,0.058,RAS_13,13,Codon 13
single,Race,RAS,thymic tumor,Asian,0,13,0.009,0.005,0,0.042,RAS_13,13,Codon 13
single,Race,RAS,thymic tumor,"NA",0,23,0.008,0.004,0,0.034,RAS_13,13,Codon 13
single,Race,RAS,thymic tumor,White,1,108,0.009,0.006,0,0.03,RAS_13,13,Codon 13
single,Race,RAS,ampullary cancer,White,4,86,0.048,0.044,0.014,0.101,RAS_13,13,Codon 13
single,Race,RAS,small cell lung cancer,Asian,0,15,0.004,0.001,0,0.021,RAS_13,13,Codon 13
single,Race,RAS,small cell lung cancer,"NA",0,30,0.003,0.001,0,0.016,RAS_13,13,Codon 13
single,Race,RAS,small cell lung cancer,White,1,337,0.003,0.002,0,0.011,RAS_13,13,Codon 13
single,Race,RAS,mesothelioma,Asian,0,11,0,0,0,0.001,RAS_13,13,Codon 13
single,Race,RAS,mesothelioma,Black,0,10,0,0,0,0.001,RAS_13,13,Codon 13
single,Race,RAS,mesothelioma,"NA",0,32,0,0,0,0.001,RAS_13,13,Codon 13
single,Race,RAS,mesothelioma,White,0,434,0,0,0,0.001,RAS_13,13,Codon 13
single,Race,RAS,germ cell tumor,Asian,0,36,0.008,0.007,0.001,0.02,RAS_13,13,Codon 13
single,Race,RAS,germ cell tumor,Black,0,23,0.008,0.007,0.001,0.02,RAS_13,13,Codon 13
single,Race,RAS,germ cell tumor,"NA",2,179,0.009,0.008,0.003,0.019,RAS_13,13,Codon 13
single,Race,RAS,germ cell tumor,Other,0,37,0.008,0.007,0.001,0.019,RAS_13,13,Codon 13
single,Race,RAS,germ cell tumor,White,5,603,0.008,0.008,0.003,0.016,RAS_13,13,Codon 13
single,Race,RAS,nerve sheath tumor,Black,0,12,0.001,0,0,0.003,RAS_13,13,Codon 13
single,Race,RAS,nerve sheath tumor,"NA",0,26,0,0,0,0.003,RAS_13,13,Codon 13
single,Race,RAS,nerve sheath tumor,White,0,105,0,0,0,0.002,RAS_13,13,Codon 13
single,Race,RAS,penile cancer,White,0,20,0.003,0,0,0.032,RAS_13,13,Codon 13
single,Race,RAS,pheochromocytoma,White,0,15,0.002,0,0,0.021,RAS_13,13,Codon 13
single,Race,RAS,pineal tumor,White,1,14,0.079,0.061,0.004,0.258,RAS_13,13,Codon 13
single,Race,RAS,b cell lymphoma,Asian,0,21,0.012,0.011,0,0.031,RAS_13,13,Codon 13
single,Race,RAS,b cell lymphoma,Black,0,25,0.011,0.01,0,0.029,RAS_13,13,Codon 13
single,Race,RAS,b cell lymphoma,"NA",1,42,0.014,0.012,0.003,0.039,RAS_13,13,Codon 13
single,Race,RAS,b cell lymphoma,Other,0,12,0.012,0.011,0.001,0.035,RAS_13,13,Codon 13
single,Race,RAS,b cell lymphoma,White,10,859,0.012,0.011,0.006,0.019,RAS_13,13,Codon 13
single,Race,RAS,non-hodgkin lymphoma,White,0,19,0.003,0,0,0.036,RAS_13,13,Codon 13
single,Race,RAS,t-lymphoblastic leukemia/lymphoma,"NA",0,11,0.028,0.016,0,0.118,RAS_13,13,Codon 13
single,Race,RAS,t-lymphoblastic leukemia/lymphoma,White,1,23,0.038,0.028,0.002,0.128,RAS_13,13,Codon 13
single,Race,RAS,retinoblastoma,"NA",0,11,0.001,0,0,0.015,RAS_13,13,Codon 13
single,Race,RAS,retinoblastoma,White,0,25,0.001,0,0,0.012,RAS_13,13,Codon 13
single,Race,RAS,hodgkin lymphoma,White,0,30,0.002,0,0,0.023,RAS_13,13,Codon 13
single,Race,RAS,lung cancer,White,0,17,0.002,0,0,0.022,RAS_13,13,Codon 13
single,Race,RAS,peritoneal cancer,White,0,11,0.003,0,0,0.038,RAS_13,13,Codon 13
single,Race,RAS,parathyroid cancer,White,1,14,0.08,0.062,0.004,0.253,RAS_13,13,Codon 13
single,Race,RAS,appendiceal cancer,Black,0,17,0.025,0.021,0,0.089,RAS_61,61,Codon 61
single,Race,RAS,appendiceal cancer,"NA",4,33,0.085,0.074,0.019,0.213,RAS_61,61,Codon 61
single,Race,RAS,appendiceal cancer,White,6,280,0.025,0.024,0.009,0.046,RAS_61,61,Codon 61
single,Race,RAS,colorectal cancer,Asian,11,313,0.041,0.041,0.03,0.051,RAS_61,61,Codon 61
single,Race,RAS,colorectal cancer,Black,25,515,0.043,0.042,0.034,0.055,RAS_61,61,Codon 61
single,Race,RAS,colorectal cancer,"NA",37,804,0.043,0.042,0.035,0.053,RAS_61,61,Codon 61
single,Race,RAS,colorectal cancer,Native American,1,17,0.042,0.041,0.03,0.059,RAS_61,61,Codon 61
single,Race,RAS,colorectal cancer,Other,4,139,0.041,0.041,0.027,0.052,RAS_61,61,Codon 61
single,Race,RAS,colorectal cancer,White,197,4925,0.041,0.041,0.036,0.046,RAS_61,61,Codon 61
single,Race,RAS,cancer of unknown primary,Asian,2,73,0.023,0.022,0.009,0.046,RAS_61,61,Codon 61
single,Race,RAS,cancer of unknown primary,Black,1,123,0.019,0.02,0.005,0.033,RAS_61,61,Codon 61
single,Race,RAS,cancer of unknown primary,"NA",3,286,0.019,0.019,0.007,0.03,RAS_61,61,Codon 61
single,Race,RAS,cancer of unknown primary,Other,2,36,0.026,0.023,0.011,0.068,RAS_61,61,Codon 61
single,Race,RAS,cancer of unknown primary,White,37,1465,0.024,0.024,0.017,0.032,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,Asian,9,624,0.021,0.022,0.013,0.028,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,Black,16,717,0.023,0.023,0.017,0.03,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,"NA",20,849,0.023,0.023,0.017,0.03,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,Native American,0,17,0.023,0.023,0.013,0.034,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,Other,3,165,0.023,0.023,0.014,0.031,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,Undefined,1,10,0.024,0.024,0.015,0.038,RAS_61,61,Codon 61
single,Race,RAS,non-small cell lung cancer,White,196,7745,0.025,0.025,0.022,0.028,RAS_61,61,Codon 61
single,Race,RAS,breast cancer,Asian,1,334,0.001,0.001,0,0.004,RAS_61,61,Codon 61
single,Race,RAS,breast cancer,Black,0,526,0.001,0.001,0,0.002,RAS_61,61,Codon 61
single,Race,RAS,breast cancer,"NA",3,3112,0.001,0.001,0,0.002,RAS_61,61,Codon 61
single,Race,RAS,breast cancer,Native American,0,11,0.001,0.001,0,0.004,RAS_61,61,Codon 61
single,Race,RAS,breast cancer,Other,0,176,0.001,0.001,0,0.003,RAS_61,61,Codon 61
single,Race,RAS,breast cancer,White,6,5174,0.001,0.001,0.001,0.002,RAS_61,61,Codon 61
single,Race,RAS,soft tissue sarcoma,Asian,1,143,0.011,0.011,0.002,0.021,RAS_61,61,Codon 61
single,Race,RAS,soft tissue sarcoma,Black,0,193,0.009,0.01,0.001,0.017,RAS_61,61,Codon 61
single,Race,RAS,soft tissue sarcoma,"NA",8,350,0.016,0.014,0.008,0.032,RAS_61,61,Codon 61
single,Race,RAS,soft tissue sarcoma,Other,1,73,0.013,0.012,0.003,0.029,RAS_61,61,Codon 61
single,Race,RAS,soft tissue sarcoma,White,23,2005,0.012,0.012,0.008,0.016,RAS_61,61,Codon 61
single,Race,RAS,pancreatic cancer,Asian,6,100,0.062,0.061,0.036,0.096,RAS_61,61,Codon 61
single,Race,RAS,pancreatic cancer,Black,7,88,0.067,0.063,0.042,0.114,RAS_61,61,Codon 61
single,Race,RAS,pancreatic cancer,"NA",9,231,0.053,0.054,0.028,0.074,RAS_61,61,Codon 61
single,Race,RAS,pancreatic cancer,Other,6,34,0.085,0.07,0.048,0.2,RAS_61,61,Codon 61
single,Race,RAS,pancreatic cancer,White,121,2038,0.06,0.06,0.05,0.07,RAS_61,61,Codon 61
single,Race,RAS,leukemia,Asian,1,37,0.032,0.031,0.014,0.055,RAS_61,61,Codon 61
single,Race,RAS,leukemia,Black,1,69,0.03,0.03,0.012,0.048,RAS_61,61,Codon 61
single,Race,RAS,leukemia,"NA",21,777,0.029,0.029,0.02,0.04,RAS_61,61,Codon 61
single,Race,RAS,leukemia,Other,2,13,0.038,0.032,0.019,0.107,RAS_61,61,Codon 61
single,Race,RAS,leukemia,White,23,662,0.032,0.032,0.023,0.045,RAS_61,61,Codon 61
single,Race,RAS,melanoma,Asian,4,33,0.159,0.163,0.067,0.234,RAS_61,61,Codon 61
single,Race,RAS,melanoma,Black,4,34,0.157,0.161,0.067,0.232,RAS_61,61,Codon 61
single,Race,RAS,melanoma,"NA",74,398,0.186,0.186,0.15,0.221,RAS_61,61,Codon 61
single,Race,RAS,melanoma,Other,1,26,0.137,0.143,0.03,0.22,RAS_61,61,Codon 61
single,Race,RAS,melanoma,White,499,2348,0.21,0.21,0.194,0.227,RAS_61,61,Codon 61
single,Race,RAS,head and neck cancer,Asian,0,94,0.01,0.011,0,0.021,RAS_61,61,Codon 61
single,Race,RAS,head and neck cancer,Black,1,62,0.013,0.012,0.003,0.031,RAS_61,61,Codon 61
single,Race,RAS,head and neck cancer,"NA",2,292,0.011,0.011,0.002,0.02,RAS_61,61,Codon 61
single,Race,RAS,head and neck cancer,Other,0,28,0.012,0.012,0,0.027,RAS_61,61,Codon 61
single,Race,RAS,head and neck cancer,White,21,1264,0.015,0.015,0.009,0.022,RAS_61,61,Codon 61
single,Race,RAS,uterine cancer,Asian,2,108,0.015,0.015,0.006,0.027,RAS_61,61,Codon 61
single,Race,RAS,uterine cancer,Black,1,163,0.014,0.014,0.004,0.023,RAS_61,61,Codon 61
single,Race,RAS,uterine cancer,"NA",2,190,0.014,0.014,0.005,0.023,RAS_61,61,Codon 61
single,Race,RAS,uterine cancer,Other,0,37,0.014,0.014,0.003,0.025,RAS_61,61,Codon 61
single,Race,RAS,uterine cancer,White,30,1754,0.016,0.016,0.011,0.022,RAS_61,61,Codon 61
single,Race,RAS,non-melanoma skin cancers,Asian,0,11,0.013,0.011,0,0.04,RAS_61,61,Codon 61
single,Race,RAS,non-melanoma skin cancers,Black,0,13,0.013,0.011,0.001,0.036,RAS_61,61,Codon 61
single,Race,RAS,non-melanoma skin cancers,"NA",1,53,0.014,0.012,0.003,0.039,RAS_61,61,Codon 61
single,Race,RAS,non-melanoma skin cancers,White,5,436,0.012,0.011,0.004,0.023,RAS_61,61,Codon 61
single,Race,RAS,myelodysplastic/myeloproliferative syndromes,Asian,0,12,0.004,0.003,0,0.017,RAS_61,61,Codon 61
single,Race,RAS,myelodysplastic/myeloproliferative syndromes,Black,0,37,0.004,0.003,0,0.013,RAS_61,61,Codon 61
single,Race,RAS,myelodysplastic/myeloproliferative syndromes,"NA",1,571,0.003,0.003,0,0.007,RAS_61,61,Codon 61
single,Race,RAS,myelodysplastic/myeloproliferative syndromes,White,3,584,0.004,0.004,0.001,0.009,RAS_61,61,Codon 61
single,Race,RAS,adrenocortical carcinoma,"NA",0,26,0.001,0,0,0.007,RAS_61,61,Codon 61
single,Race,RAS,adrenocortical carcinoma,White,0,103,0,0,0,0.004,RAS_61,61,Codon 61
single,Race,RAS,ovarian cancer,Asian,1,134,0.016,0.017,0.003,0.027,RAS_61,61,Codon 61
single,Race,RAS,ovarian cancer,Black,0,74,0.016,0.017,0.001,0.028,RAS_61,61,Codon 61
single,Race,RAS,ovarian cancer,"NA",6,239,0.02,0.019,0.011,0.036,RAS_61,61,Codon 61
single,Race,RAS,ovarian cancer,Other,0,36,0.016,0.017,0.001,0.03,RAS_61,61,Codon 61
single,Race,RAS,ovarian cancer,White,37,1852,0.019,0.019,0.014,0.026,RAS_61,61,Codon 61
single,Race,RAS,esophagogastric cancer,Asian,1,115,0.006,0.005,0.001,0.016,RAS_61,61,Codon 61
single,Race,RAS,esophagogastric cancer,Black,0,68,0.005,0.005,0,0.012,RAS_61,61,Codon 61
single,Race,RAS,esophagogastric cancer,"NA",0,191,0.005,0.004,0,0.01,RAS_61,61,Codon 61
single,Race,RAS,esophagogastric cancer,Other,0,46,0.005,0.005,0,0.013,RAS_61,61,Codon 61
single,Race,RAS,esophagogastric cancer,White,9,1379,0.006,0.006,0.003,0.01,RAS_61,61,Codon 61
single,Race,RAS,thyroid cancer,Asian,14,66,0.208,0.203,0.144,0.295,RAS_61,61,Codon 61
single,Race,RAS,thyroid cancer,Black,14,40,0.262,0.252,0.166,0.416,RAS_61,61,Codon 61
single,Race,RAS,thyroid cancer,"NA",14,79,0.191,0.189,0.128,0.261,RAS_61,61,Codon 61
single,Race,RAS,thyroid cancer,Other,8,26,0.239,0.226,0.152,0.388,RAS_61,61,Codon 61
single,Race,RAS,thyroid cancer,White,132,803,0.17,0.17,0.145,0.197,RAS_61,61,Codon 61
single,Race,RAS,cervical cancer,Asian,0,27,0.006,0.005,0,0.022,RAS_61,61,Codon 61
single,Race,RAS,cervical cancer,Black,0,19,0.006,0.005,0,0.023,RAS_61,61,Codon 61
single,Race,RAS,cervical cancer,"NA",1,77,0.007,0.006,0.001,0.024,RAS_61,61,Codon 61
single,Race,RAS,cervical cancer,Other,0,15,0.007,0.005,0,0.026,RAS_61,61,Codon 61
single,Race,RAS,cervical cancer,White,1,228,0.006,0.005,0.001,0.016,RAS_61,61,Codon 61
single,Race,RAS,hepatobiliary cancer,Asian,2,98,0.025,0.024,0.011,0.039,RAS_61,61,Codon 61
single,Race,RAS,hepatobiliary cancer,Black,1,64,0.024,0.024,0.01,0.039,RAS_61,61,Codon 61
single,Race,RAS,hepatobiliary cancer,"NA",6,235,0.025,0.025,0.014,0.039,RAS_61,61,Codon 61
single,Race,RAS,hepatobiliary cancer,Other,0,25,0.024,0.024,0.007,0.041,RAS_61,61,Codon 61
single,Race,RAS,hepatobiliary cancer,White,26,948,0.026,0.026,0.018,0.036,RAS_61,61,Codon 61
single,Race,RAS,kidney cancer,Asian,0,33,0.002,0.001,0,0.007,RAS_61,61,Codon 61
single,Race,RAS,kidney cancer,Black,0,77,0.002,0.001,0,0.006,RAS_61,61,Codon 61
single,Race,RAS,kidney cancer,"NA",0,169,0.001,0.001,0,0.005,RAS_61,61,Codon 61
single,Race,RAS,kidney cancer,Other,0,29,0.002,0.001,0,0.007,RAS_61,61,Codon 61
single,Race,RAS,kidney cancer,White,2,1113,0.002,0.001,0,0.004,RAS_61,61,Codon 61
single,Race,RAS,mature t and nk neoplasms,Asian,0,12,0.016,0.013,0,0.054,RAS_61,61,Codon 61
single,Race,RAS,mature t and nk neoplasms,Black,0,18,0.015,0.012,0,0.049,RAS_61,61,Codon 61
single,Race,RAS,mature t and nk neoplasms,"NA",0,10,0.016,0.013,0,0.057,RAS_61,61,Codon 61
single,Race,RAS,mature t and nk neoplasms,White,4,188,0.019,0.018,0.005,0.041,RAS_61,61,Codon 61
single,Race,RAS,cns cancer,Asian,2,154,0.009,0.008,0.003,0.023,RAS_61,61,Codon 61
single,Race,RAS,cns cancer,Black,1,131,0.008,0.008,0.002,0.019,RAS_61,61,Codon 61
single,Race,RAS,cns cancer,"NA",12,817,0.011,0.011,0.006,0.02,RAS_61,61,Codon 61
single,Race,RAS,cns cancer,Other,0,108,0.007,0.007,0.001,0.016,RAS_61,61,Codon 61
single,Race,RAS,cns cancer,Undefined,0,17,0.009,0.007,0.001,0.025,RAS_61,61,Codon 61
single,Race,RAS,cns cancer,White,18,3331,0.006,0.006,0.004,0.009,RAS_61,61,Codon 61
single,Race,RAS,prostate cancer,Asian,1,62,0.011,0.009,0.003,0.029,RAS_61,61,Codon 61
single,Race,RAS,prostate cancer,Black,4,175,0.013,0.01,0.005,0.032,RAS_61,61,Codon 61
single,Race,RAS,prostate cancer,"NA",1,289,0.008,0.008,0.002,0.015,RAS_61,61,Codon 61
single,Race,RAS,prostate cancer,Other,0,31,0.009,0.008,0.001,0.025,RAS_61,61,Codon 61
single,Race,RAS,prostate cancer,White,15,1882,0.008,0.008,0.005,0.013,RAS_61,61,Codon 61
single,Race,RAS,anal cancer,"NA",0,13,0.01,0.005,0,0.052,RAS_61,61,Codon 61
single,Race,RAS,anal cancer,White,1,126,0.009,0.006,0,0.029,RAS_61,61,Codon 61
single,Race,RAS,neuroendocrine tumors,Black,0,23,0.01,0.008,0,0.035,RAS_61,61,Codon 61
single,Race,RAS,neuroendocrine tumors,"NA",0,45,0.009,0.008,0,0.029,RAS_61,61,Codon 61
single,Race,RAS,neuroendocrine tumors,White,4,283,0.013,0.012,0.004,0.028,RAS_61,61,Codon 61
single,Race,RAS,bladder cancer,Asian,1,40,0.026,0.025,0.011,0.048,RAS_61,61,Codon 61
single,Race,RAS,bladder cancer,Black,0,43,0.024,0.024,0.008,0.041,RAS_61,61,Codon 61
single,Race,RAS,bladder cancer,"NA",4,169,0.025,0.025,0.013,0.041,RAS_61,61,Codon 61
single,Race,RAS,bladder cancer,Other,1,14,0.028,0.026,0.013,0.062,RAS_61,61,Codon 61
single,Race,RAS,bladder cancer,White,34,1311,0.026,0.025,0.018,0.034,RAS_61,61,Codon 61
single,Race,RAS,b-lymphoblastic leukemia/lymphoma,Asian,0,17,0.032,0.03,0.001,0.072,RAS_61,61,Codon 61
single,Race,RAS,b-lymphoblastic leukemia/lymphoma,"NA",4,92,0.037,0.035,0.014,0.074,RAS_61,61,Codon 61
single,Race,RAS,b-lymphoblastic leukemia/lymphoma,White,4,125,0.034,0.032,0.013,0.063,RAS_61,61,Codon 61
single,Race,RAS,small bowel cancer,Black,4,25,0.122,0.11,0.024,0.289,RAS_61,61,Codon 61
single,Race,RAS,small bowel cancer,"NA",0,22,0.022,0.015,0,0.085,RAS_61,61,Codon 61
single,Race,RAS,small bowel cancer,White,3,150,0.024,0.022,0.006,0.055,RAS_61,61,Codon 61
single,Race,RAS,sex cord stromal tumor,"NA",0,23,0,0,0,0.004,RAS_61,61,Codon 61
single,Race,RAS,sex cord stromal tumor,White,0,69,0,0,0,0.003,RAS_61,61,Codon 61
single,Race,RAS,bone cancer,Asian,1,30,0.016,0.005,0,0.087,RAS_61,61,Codon 61
single,Race,RAS,bone cancer,Black,0,32,0.003,0.001,0,0.016,RAS_61,61,Codon 61
single,Race,RAS,bone cancer,"NA",0,86,0.002,0.001,0,0.01,RAS_61,61,Codon 61
single,Race,RAS,bone cancer,Other,0,29,0.003,0.001,0,0.016,RAS_61,61,Codon 61
single,Race,RAS,bone cancer,White,0,391,0.001,0.001,0,0.006,RAS_61,61,Codon 61
single,Race,RAS,vaginal cancer,White,1,68,0.017,0.013,0.001,0.059,RAS_61,61,Codon 61
single,Race,RAS,thymic tumor,Asian,0,13,0.023,0.019,0,0.072,RAS_61,61,Codon 61
single,Race,RAS,thymic tumor,"NA",0,23,0.021,0.018,0,0.065,RAS_61,61,Codon 61
single,Race,RAS,thymic tumor,White,4,108,0.032,0.029,0.009,0.07,RAS_61,61,Codon 61
single,Race,RAS,ampullary cancer,White,5,86,0.059,0.056,0.02,0.116,RAS_61,61,Codon 61
single,Race,RAS,small cell lung cancer,Asian,0,15,0.007,0.004,0,0.028,RAS_61,61,Codon 61
single,Race,RAS,small cell lung cancer,"NA",0,30,0.006,0.004,0,0.023,RAS_61,61,Codon 61
single,Race,RAS,small cell lung cancer,White,2,337,0.006,0.005,0.001,0.016,RAS_61,61,Codon 61
single,Race,RAS,mesothelioma,Asian,0,11,0.004,0.002,0,0.02,RAS_61,61,Codon 61
single,Race,RAS,mesothelioma,Black,0,10,0.004,0.002,0,0.022,RAS_61,61,Codon 61
single,Race,RAS,mesothelioma,"NA",0,32,0.003,0.002,0,0.015,RAS_61,61,Codon 61
single,Race,RAS,mesothelioma,White,1,434,0.003,0.002,0,0.008,RAS_61,61,Codon 61
single,Race,RAS,germ cell tumor,Asian,0,36,0.011,0.01,0.001,0.024,RAS_61,61,Codon 61
single,Race,RAS,germ cell tumor,Black,0,23,0.011,0.01,0.001,0.025,RAS_61,61,Codon 61
single,Race,RAS,germ cell tumor,"NA",2,179,0.011,0.011,0.004,0.022,RAS_61,61,Codon 61
single,Race,RAS,germ cell tumor,Other,0,37,0.011,0.01,0.001,0.024,RAS_61,61,Codon 61
single,Race,RAS,germ cell tumor,White,8,603,0.012,0.011,0.006,0.021,RAS_61,61,Codon 61
single,Race,RAS,nerve sheath tumor,Black,0,12,0.009,0.003,0,0.05,RAS_61,61,Codon 61
single,Race,RAS,nerve sheath tumor,"NA",1,26,0.023,0.013,0.001,0.104,RAS_61,61,Codon 61
single,Race,RAS,nerve sheath tumor,White,0,105,0.005,0.002,0,0.023,RAS_61,61,Codon 61
single,Race,RAS,penile cancer,White,1,20,0.057,0.043,0.002,0.186,RAS_61,61,Codon 61
single,Race,RAS,pheochromocytoma,White,0,15,0.003,0,0,0.04,RAS_61,61,Codon 61
single,Race,RAS,pineal tumor,White,0,14,0.003,0,0,0.037,RAS_61,61,Codon 61
single,Race,RAS,b cell lymphoma,Asian,0,21,0.026,0.026,0.002,0.061,RAS_61,61,Codon 61
single,Race,RAS,b cell lymphoma,Black,0,25,0.026,0.025,0.002,0.057,RAS_61,61,Codon 61
single,Race,RAS,b cell lymphoma,"NA",3,42,0.039,0.032,0.016,0.103,RAS_61,61,Codon 61
single,Race,RAS,b cell lymphoma,Other,1,12,0.038,0.029,0.01,0.132,RAS_61,61,Codon 61
single,Race,RAS,b cell lymphoma,White,22,859,0.027,0.026,0.017,0.038,RAS_61,61,Codon 61
single,Race,RAS,non-hodgkin lymphoma,White,1,19,0.059,0.044,0.002,0.197,RAS_61,61,Codon 61
single,Race,RAS,t-lymphoblastic leukemia/lymphoma,"NA",0,11,0.003,0,0,0.033,RAS_61,61,Codon 61
single,Race,RAS,t-lymphoblastic leukemia/lymphoma,White,0,23,0.002,0,0,0.026,RAS_61,61,Codon 61
single,Race,RAS,retinoblastoma,"NA",0,11,0.002,0,0,0.023,RAS_61,61,Codon 61
single,Race,RAS,retinoblastoma,White,0,25,0.002,0,0,0.018,RAS_61,61,Codon 61
single,Race,RAS,hodgkin lymphoma,White,0,30,0.001,0,0,0.009,RAS_61,61,Codon 61
single,Race,RAS,lung cancer,White,0,17,0.002,0,0,0.03,RAS_61,61,Codon 61
single,Race,RAS,peritoneal cancer,White,0,11,0.004,0,0,0.048,RAS_61,61,Codon 61
single,Race,RAS,parathyroid cancer,White,3,14,0.217,0.204,0.052,0.46,RAS_61,61,Codon 61
single,Race,KRAS,appendiceal cancer,Black,7,17,0.472,0.479,0.302,0.601,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,appendiceal cancer,"NA",20,33,0.526,0.515,0.421,0.681,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,appendiceal cancer,White,133,280,0.481,0.481,0.424,0.536,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,colorectal cancer,Asian,124,313,0.404,0.404,0.356,0.451,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,colorectal cancer,Black,256,515,0.482,0.481,0.438,0.526,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,colorectal cancer,"NA",343,804,0.426,0.426,0.394,0.458,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,colorectal cancer,Native American,9,17,0.442,0.436,0.346,0.566,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,colorectal cancer,Other,56,139,0.412,0.412,0.348,0.476,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,colorectal cancer,White,1868,4925,0.381,0.381,0.367,0.394,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,cancer of unknown primary,Asian,13,73,0.185,0.185,0.142,0.23,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,cancer of unknown primary,Black,25,123,0.19,0.189,0.153,0.236,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,cancer of unknown primary,"NA",44,286,0.176,0.177,0.137,0.206,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,cancer of unknown primary,Other,8,36,0.19,0.188,0.144,0.25,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,cancer of unknown primary,White,284,1465,0.191,0.191,0.173,0.211,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,non-small cell lung cancer,Asian,64,624,0.109,0.108,0.085,0.134,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,non-small cell lung cancer,Black,196,717,0.272,0.271,0.24,0.305,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,non-small cell lung cancer,"NA",204,849,0.24,0.24,0.212,0.269,KRAS_12-61,12-61,"Codon 12, 13, or 61"
single,Race,KRAS,non-small cell lung cancer,Native American,4,17,0.233,0.226,0.114,0.391,KRAS_12-61,12-61,"Codon 12, 13, or 61"
