cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
multi,Rearrangement,none,NRAS_12-61,FGFR2,hepatobiliary cancer,29,59,"beta[2,4]",-5.779,0.109,4.23,-15.811,-13.746,-8.04,-4.892,-2.786,-0.46,-0.008,1492.532,0.999,NA,-1.366,0.76,1290,29,59,0,1378,0.473,0.31,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,ROS1,non-small cell lung cancer,61,64,"beta[1,4]",-4.852,0.156,4.395,-15.327,-12.591,-6.944,-3.874,-1.791,0.199,0.885,794.323,1.007,NA,-1.104,0.57,7611,61,64,0,7736,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,BRAF,cns cancer,26,61,"beta[1,4]",-5.754,0.091,3.514,-13.421,-11.986,-8.046,-5.359,-3.317,-0.419,0.081,1492.161,1.001,NA,-1.637,0.99,4478,26,61,0,4565,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,BRAF,melanoma,649,26,"beta[2,4]",-6.336,0.078,3.059,-13.507,-12.188,-8.048,-5.711,-4.073,-2.373,-1.958,1529.604,1.001,NA,-2.071,1.42,2171,649,26,0,2846,6.499,1.97,0.71,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,ETV6,head and neck cancer,10,15,"beta[2,4]",-4.42,0.124,4.822,-16.263,-13.344,-6.779,-3.563,-0.931,1.524,1.989,1510.814,0.999,NA,-0.917,0.44,1283,10,15,0,1308,0,0,0,FALSE,1.9,1.9
multi,Rearrangement,none,NRAS_12-61,SMARCA4,non-small cell lung cancer,50,14,"beta[1,4]",-3.81,0.163,4.725,-14.701,-11.99,-6.192,-2.832,-0.584,1.62,2.112,844.772,1.001,NA,-0.806,0.38,6705,50,14,0,6769,0,0,0,FALSE,1.9,1.9
multi,Rearrangement,none,NRAS_12-61,ALK,non-small cell lung cancer,79,119,"beta[1,4]",-5.123,0.128,4.35,-15.163,-12.458,-6.99,-4.354,-2.195,-0.251,0.134,1148.344,1.002,NA,-1.178,0.62,9804,79,119,0,10002,0.21,0.19,0,TRUE,3.38,3.71
multi,Rearrangement,none,NRAS_12-61,CDKN2A,non-small cell lung cancer,70,26,"beta[1,4]",-3.892,0.118,4.214,-14.252,-12.021,-6.054,-2.975,-0.864,1.196,1.729,1271.315,1.001,NA,-0.924,0.45,9154,70,26,0,9250,0,0,0,TRUE,3.38,3.71
multi,Rearrangement,none,RAS_12,APC,colorectal cancer,2077,22,"beta[1,4]",-0.022,0.024,0.439,-0.91,-0.82,-0.273,-0.002,0.256,0.662,0.841,335.761,1.008,NA,-0.051,0.02,4563,2070,15,7,6655,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,KMT2C,breast cancer,50,15,"beta[1,4]",-4.217,0.173,5.441,-15.313,-13.206,-6.464,-3.327,-0.578,1.717,2.232,989.623,0.999,NA,-0.775,0.36,6450,50,15,0,6515,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,FGFR3,bladder cancer,84,17,"beta[1,4]",-5.787,0.09,3.296,-13.258,-11.884,-7.626,-5.315,-3.319,-1.27,-0.733,1329.653,1,NA,-1.756,1.1,1479,84,17,0,1580,0.193,0.18,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,FGFR3,cns cancer,29,32,"beta[2,4]",-5.556,0.091,3.453,-13.201,-11.727,-7.627,-5.329,-3.128,-0.451,0.123,1436.138,1.001,NA,-1.609,0.97,4504,29,32,0,4565,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,FGFR3,non-small cell lung cancer,2522,12,"beta[3,4]",-5.987,0.091,3.203,-13.262,-12.114,-7.717,-5.476,-3.572,-1.72,-1.299,1228.246,1.002,NA,-1.87,1.21,7468,2522,12,0,10002,2.823,1.03,0.27,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,TP53,non-small cell lung cancer,2426,13,"beta[2,4]",0.431,0.015,0.587,-0.788,-0.535,0.057,0.438,0.83,1.34,1.56,1486.129,1,NA,0.735,0.33,7220,2421,8,5,9654,0.623,0.37,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,TP53,prostate cancer,7,21,"beta[3,4]",-1.541,0.069,2.701,-7.838,-6.333,-3.091,-1.151,0.348,2.299,2.781,1545.742,1.003,NA,-0.57,0.25,2411,7,21,0,2439,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,RET,non-small cell lung cancer,2552,60,"beta[1,4]",-6.922,0.081,3.083,-14.056,-12.716,-8.58,-6.388,-4.705,-2.892,-2.53,1453.889,0.999,NA,-2.245,1.61,7519,2552,60,0,10131,19.001,4.88,3.72,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,RET,thyroid cancer,13,19,"beta[2,4]",-6.089,0.097,3.735,-14.371,-13.069,-8.183,-5.658,-3.397,-0.741,0.067,1471.861,0.999,NA,-1.63,0.99,983,13,19,0,1015,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,TMPRSS2,prostate cancer,7,484,"beta[1,4]",-1.011,0.087,1.304,-4.037,-3.359,-1.753,-0.869,-0.136,0.858,1.057,225.701,1.016,NA,-0.775,0.36,1591,6,483,1,2081,0.013,0.04,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,EGFR,cns cancer,29,196,"beta[1,4]",-4.144,0.078,3.152,-12.24,-9.783,-5.438,-3.477,-2.043,-0.418,0.01,1629.396,0.999,NA,-1.315,0.72,4347,29,196,0,4572,0.467,0.31,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,EGFR,non-small cell lung cancer,2552,15,"beta[2,4]",-2.194,0.033,1.261,-5.179,-4.623,-2.884,-2.019,-1.312,-0.415,-0.235,1442.367,1.002,NA,-1.74,1.09,7562,2551,14,1,10128,1.841,0.76,0.13,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,NF1,breast cancer,66,25,"beta[1,4]",-3.464,0.152,3.144,-10.169,-9.216,-5.48,-3.017,-1.031,0.736,1.243,428.272,1.01,NA,-1.102,0.57,8212,66,25,0,8303,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,NF1,cns cancer,23,14,"beta[2,4]",-3.395,0.157,3.153,-10.471,-9.07,-5.412,-2.927,-0.988,0.872,1.351,402.074,1.012,NA,-1.077,0.55,3836,23,14,0,3873,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,FGFR2,breast cancer,62,13,"beta[1,4]",-5.312,0.107,3.989,-13.775,-12.255,-7.623,-4.865,-2.407,0.515,1.23,1399.883,0.999,NA,-1.332,0.74,6838,62,13,0,6913,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,FGFR2,hepatobiliary cancer,123,59,"beta[2,4]",-6.14,0.092,3.456,-14.059,-12.277,-7.811,-5.47,-3.707,-2.074,-1.696,1411.53,0.999,NA,-1.777,1.12,1196,123,59,0,1378,4.948,1.58,0.72,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,ARID1A,breast cancer,60,12,"beta[1,4]",-3.694,0.137,4.967,-14.812,-11.902,-5.959,-2.737,-0.362,1.941,2.396,1306.297,1.001,NA,-0.744,0.34,8064,60,12,0,8136,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,ERG,prostate cancer,7,402,"beta[1,4]",-0.833,0.042,1.313,-3.828,-3.198,-1.547,-0.652,0.058,1.015,1.264,995.847,1.006,NA,-0.634,0.28,1678,6,401,1,2086,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,ROS1,non-small cell lung cancer,1937,64,"beta[1,4]",-3.351,0.034,1.109,-6.018,-5.426,-3.881,-3.154,-2.607,-1.949,-1.7,1065.616,1.003,NA,-3.02,2.6,5736,1936,63,1,7736,17.709,4.59,3.6,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,RB1,breast cancer,74,16,"beta[1,4]",-4.068,0.137,4.92,-15.968,-12.441,-6.037,-3.243,-0.723,1.511,2.086,1294.066,1,NA,-0.827,0.39,9222,74,16,0,9312,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,BRAF,cns cancer,29,61,"beta[1,4]",-4.538,0.085,3.245,-12.396,-10.607,-6.368,-4.098,-2.124,-0.155,0.304,1457.021,1,NA,-1.398,0.79,4475,29,61,0,4565,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,BRAF,melanoma,79,26,"beta[2,4]",-4.502,0.081,3.146,-11.82,-10.443,-6.286,-3.995,-2.142,-0.332,0.023,1491.171,0.999,NA,-1.431,0.82,2741,79,26,0,2846,0.071,0.1,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,BRAF,prostate cancer,7,17,"beta[3,4]",-4.437,0.086,3.278,-11.753,-10.314,-6.412,-4.081,-1.969,0.24,0.857,1447.684,0.998,NA,-1.354,0.75,2417,7,17,0,2441,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,ETV6,breast cancer,47,24,"beta[1,4]",-3.909,0.089,3.35,-11.292,-9.864,-5.903,-3.428,-1.41,0.547,0.981,1422.549,1.001,NA,-1.167,0.61,5580,47,24,0,5651,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,ETV6,head and neck cancer,24,15,"beta[2,4]",-3.878,0.086,3.331,-11.453,-10.062,-5.905,-3.329,-1.415,0.571,1.032,1505.412,1,NA,-1.164,0.61,1269,24,15,0,1308,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,CDK12,breast cancer,38,15,"beta[1,4]",-3.928,0.135,5.016,-15.019,-12.248,-6.09,-2.864,-0.531,1.458,2.077,1387.808,1.003,NA,-0.783,0.36,4585,38,15,0,4638,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,SMARCA4,non-small cell lung cancer,1712,14,"beta[1,4]",-0.911,0.021,0.825,-2.867,-2.384,-1.377,-0.794,-0.348,0.272,0.449,1499.284,1,NA,-1.104,0.57,5045,1710,12,2,6769,0.41,0.28,0,FALSE,2.86,2.99
multi,Rearrangement,none,RAS_12,ALK,non-small cell lung cancer,2522,119,"beta[1,4]",-7.596,0.126,3.817,-15.808,-12.971,-8.469,-7.43,-5.468,-3.691,-3.398,910.733,1.002,NA,-1.99,1.33,7361,2522,119,0,10002,39.264,9.43,7.97,TRUE,3.53,3.99
multi,Rearrangement,none,RAS_12,CDKN2A,non-small cell lung cancer,2324,26,"beta[1,4]",0.582,0.014,0.406,-0.194,-0.081,0.28,0.583,0.849,1.252,1.369,809.813,1.009,NA,1.433,0.82,6910,2314,16,10,9250,1.806,0.75,0.13,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,APC,colorectal cancer,1995,22,"beta[1,4]",-0.195,0.017,0.493,-1.227,-1.058,-0.512,-0.166,0.154,0.597,0.672,828.197,1,NA,-0.396,0.16,4644,1989,16,6,6655,0.002,0.02,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,KMT2C,breast cancer,46,15,"beta[1,4]",-3.839,0.121,4.587,-15.267,-11.876,-6.071,-3,-0.694,1.731,2.377,1432.054,1,NA,-0.837,0.4,6454,46,15,0,6515,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,FGFR3,bladder cancer,67,17,"beta[1,4]",-5.571,0.084,3.241,-13.154,-11.516,-7.515,-5.239,-3.227,-0.902,-0.311,1474.815,0.999,NA,-1.719,1.07,1496,67,17,0,1580,0.071,0.1,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,FGFR3,cns cancer,24,32,"beta[2,4]",-5.395,0.091,3.506,-13.226,-11.593,-7.33,-5.045,-3.015,-0.291,0.417,1490.937,1.001,NA,-1.539,0.91,4509,24,32,0,4565,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,FGFR3,non-small cell lung cancer,2505,12,"beta[3,4]",-5.895,0.086,3.13,-13.275,-11.713,-7.687,-5.388,-3.565,-1.84,-1.518,1312.642,1.002,NA,-1.884,1.22,7485,2505,12,0,10002,2.79,1.02,0.26,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,TP53,non-small cell lung cancer,2410,13,"beta[2,4]",0.071,0.017,0.642,-1.299,-1.069,-0.352,0.109,0.518,1.064,1.252,1428.688,1,NA,0.111,0.04,7235,2406,9,4,9654,0.027,0.06,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,TP53,prostate cancer,7,21,"beta[3,4]",-1.558,0.074,2.694,-7.992,-6.533,-3.015,-1.213,0.399,2.038,2.528,1334.239,0.999,NA,-0.578,0.25,2411,7,21,0,2439,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,RET,non-small cell lung cancer,2535,60,"beta[1,4]",-6.915,0.079,3.082,-14.648,-12.732,-8.555,-6.354,-4.649,-3.027,-2.612,1506.058,1,NA,-2.243,1.6,7536,2535,60,0,10131,18.824,4.84,3.68,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,RET,thyroid cancer,12,19,"beta[2,4]",-6.161,0.097,3.75,-13.951,-12.721,-8.441,-5.996,-3.439,-0.623,0.336,1500.501,1.001,NA,-1.643,1,984,12,19,0,1015,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,TMPRSS2,prostate cancer,7,484,"beta[1,4]",-0.929,0.077,1.31,-3.891,-3.239,-1.635,-0.814,-0.067,0.994,1.366,291.659,1.014,NA,-0.709,0.32,1591,6,483,1,2081,0.013,0.04,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,EGFR,cns cancer,24,196,"beta[1,4]",-3.992,0.074,2.923,-11.121,-9.532,-5.316,-3.442,-1.975,-0.317,0.14,1542.681,0.999,NA,-1.366,0.76,4352,24,196,0,4572,0.286,0.23,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,EGFR,non-small cell lung cancer,2535,15,"beta[2,4]",-2.131,0.034,1.253,-5.052,-4.553,-2.802,-1.937,-1.245,-0.422,-0.153,1323.761,0.999,NA,-1.701,1.05,7579,2534,14,1,10128,1.808,0.75,0.13,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,NF1,breast cancer,60,25,"beta[1,4]",-3.617,0.164,3.357,-10.831,-9.502,-5.915,-3.26,-1.006,1.198,1.69,420.313,1.013,NA,-1.077,0.55,8218,60,25,0,8303,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,NF1,cns cancer,19,14,"beta[2,4]",-3.582,0.167,3.382,-10.725,-9.094,-5.872,-3.17,-0.945,1.241,1.758,408.369,1.014,NA,-1.059,0.54,3840,19,14,0,3873,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,FGFR2,breast cancer,54,13,"beta[1,4]",-5.205,0.106,4.013,-14.35,-12.427,-7.694,-4.748,-2.315,0.55,1.247,1441.125,1.001,NA,-1.297,0.71,6846,54,13,0,6913,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,FGFR2,hepatobiliary cancer,114,59,"beta[2,4]",-6.142,0.088,3.389,-14.292,-12.499,-8.07,-5.421,-3.686,-1.782,-1.36,1480.611,1,NA,-1.813,1.16,1205,114,59,0,1378,4.479,1.46,0.6,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,ARID1A,breast cancer,54,12,"beta[1,4]",-3.847,0.151,5.219,-15.498,-13.296,-6.168,-2.753,-0.387,1.935,2.421,1192.657,1,NA,-0.737,0.34,8070,54,12,0,8136,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,ERG,prostate cancer,7,402,"beta[1,4]",-0.846,0.036,1.294,-3.842,-3.19,-1.526,-0.69,0.04,0.953,1.259,1288.793,1.001,NA,-0.654,0.29,1678,6,401,1,2086,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,ROS1,non-small cell lung cancer,1926,64,"beta[1,4]",-3.43,0.03,1.133,-6.104,-5.556,-4.039,-3.216,-2.654,-1.966,-1.713,1417.464,0.999,NA,-3.026,2.61,5747,1925,63,1,7736,17.555,4.55,3.57,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,RB1,breast cancer,64,16,"beta[1,4]",-3.978,0.147,5.101,-15.37,-12.367,-6.275,-3.059,-0.578,1.544,1.939,1208.773,1,NA,-0.78,0.36,9232,64,16,0,9312,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,BRAF,cns cancer,24,61,"beta[1,4]",-3.961,0.092,3.124,-10.836,-9.667,-5.817,-3.606,-1.625,0.31,0.778,1157.334,1,NA,-1.268,0.69,4480,24,61,0,4565,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,BRAF,melanoma,23,26,"beta[2,4]",-3.954,0.094,3.095,-10.858,-9.725,-5.757,-3.555,-1.672,0.308,0.757,1084.449,1,NA,-1.278,0.7,2797,23,26,0,2846,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,BRAF,prostate cancer,7,17,"beta[3,4]",-3.933,0.092,3.101,-10.905,-9.626,-5.736,-3.599,-1.637,0.292,0.723,1142.497,1,NA,-1.268,0.69,2417,7,17,0,2441,0,0,0,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,ETV6,breast cancer,43,24,"beta[1,4]",-3.616,0.155,3.497,-11.729,-10.11,-5.695,-3.071,-1.015,0.978,1.565,507.282,1.004,NA,-1.034,0.52,5584,43,24,0,5651,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,ETV6,head and neck cancer,8,15,"beta[2,4]",-3.537,0.159,3.514,-11.595,-9.859,-5.668,-3.023,-0.944,1.117,1.613,488.447,1.002,NA,-1.007,0.5,1285,8,15,0,1308,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,CDK12,breast cancer,35,15,"beta[1,4]",-4.278,0.155,5.011,-16.82,-12.84,-6.523,-3.217,-0.864,1.435,1.921,1046.895,1.001,NA,-0.854,0.41,4588,35,15,0,4638,0,0,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,SMARCA4,non-small cell lung cancer,1704,14,"beta[1,4]",-0.929,0.022,0.815,-2.69,-2.342,-1.398,-0.89,-0.347,0.283,0.516,1341.119,1.001,NA,-1.14,0.59,5053,1702,12,2,6769,0.399,0.28,0,FALSE,2.86,2.99
multi,Rearrangement,none,KRAS_12,ALK,non-small cell lung cancer,2505,119,"beta[1,4]",-7.385,0.264,4.411,-15.828,-13.786,-8.787,-6.205,-5.008,-3.86,-3.368,280.118,1.029,NA,-1.674,1.03,7378,2505,119,0,10002,38.902,9.35,7.89,TRUE,3.53,3.99
multi,Rearrangement,none,KRAS_12,CDKN2A,non-small cell lung cancer,2309,26,"beta[1,4]",0.583,0.012,0.41,-0.217,-0.11,0.312,0.604,0.882,1.237,1.335,1144.371,1.002,NA,1.424,0.81,6925,2299,16,10,9250,1.865,0.76,0.13,TRUE,3.53,3.99
multi,Rearrangement,none,NRAS_12,APC,colorectal cancer,81,22,"beta[1,4]",0.721,0.042,1.34,-2.486,-1.75,0.037,0.955,1.675,2.45,2.658,1009.031,0.999,NA,0.538,0.23,6549,80,21,1,6651,0.204,0.19,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,FGFR3,non-small cell lung cancer,17,12,"beta[3,4]",-2.988,0.102,3.644,-11.124,-9.661,-5.284,-2.429,-0.275,2.067,2.573,1282.856,1.002,NA,-0.82,0.38,9973,17,12,0,10002,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,TP53,non-small cell lung cancer,16,13,"beta[2,4]",3.033,0.039,1.452,-0.191,0.434,2.195,3.258,4.049,5.07,5.303,1410.924,1.001,NA,2.089,1.43,9626,15,12,1,9654,10.657,2.96,1.92,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,RET,non-small cell lung cancer,17,60,"beta[1,4]",-3.486,0.112,4.058,-12.968,-10.609,-5.539,-2.789,-0.65,1.648,2.176,1314.097,1.003,NA,-0.859,0.41,10054,17,60,0,10131,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,EGFR,non-small cell lung cancer,17,15,"beta[2,4]",-3.906,0.109,4.12,-13.156,-11.47,-6.519,-3.449,-0.785,1.924,2.605,1423.756,1,NA,-0.948,0.46,10096,17,15,0,10128,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,FGFR2,hepatobiliary cancer,9,59,"beta[2,4]",-5.322,0.139,4.949,-16.69,-14.478,-7.7,-4.308,-1.801,0.406,0.968,1273.496,1,NA,-1.075,0.55,1310,9,59,0,1378,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,ROS1,non-small cell lung cancer,10,64,"beta[1,4]",-3.875,0.143,4.812,-14.966,-12.535,-6.482,-2.955,-0.483,1.836,2.42,1133.124,1.001,NA,-0.805,0.38,7662,10,64,0,7736,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,BRAF,melanoma,48,26,"beta[2,4]",-4.448,0.097,3.628,-12.829,-11.401,-6.429,-3.835,-1.73,0.269,0.715,1406.713,1,NA,-1.226,0.66,2772,48,26,0,2846,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,SMARCA4,non-small cell lung cancer,7,14,"beta[1,4]",-2.727,0.158,5.118,-14.527,-11.674,-5.19,-1.961,0.949,3.66,4.114,1049.033,0.999,NA,-0.533,0.23,6748,7,14,0,6769,0,0,0,FALSE,1.3,1.3
multi,Rearrangement,none,NRAS_12,ALK,non-small cell lung cancer,17,119,"beta[1,4]",-4.188,0.154,5.223,-14.499,-12.392,-6.191,-3.152,-0.889,1.189,1.615,1154.169,1.001,NA,-0.802,0.37,9866,17,119,0,10002,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,NRAS_12,CDKN2A,non-small cell lung cancer,15,26,"beta[1,4]",-3.825,0.194,6.526,-16.241,-12.754,-6.088,-2.737,-0.026,2.357,3.002,1131.952,1,NA,-0.586,0.25,9209,15,26,0,9250,0,0,0,TRUE,3.3,3.3
multi,Rearrangement,none,RAS_12C,APC,colorectal cancer,84,22,"beta[1,4]",0.697,0.034,1.307,-2.477,-1.783,0.029,0.925,1.602,2.375,2.634,1471.975,0.999,NA,0.533,0.23,6550,83,21,1,6655,0.181,0.17,0,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,FGFR3,non-small cell lung cancer,438,12,"beta[3,4]",-4.63,0.099,3.635,-12.782,-11.158,-6.769,-4.051,-1.882,0.216,0.792,1346.763,1,NA,-1.274,0.69,9552,438,12,0,10002,0.001,0.01,0,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,TP53,non-small cell lung cancer,419,13,"beta[2,4]",-5.453,0.121,4.555,-16.032,-13.486,-7.71,-4.592,-2.274,0.023,0.475,1425.005,1,NA,-1.197,0.64,9222,419,13,0,9654,0.008,0.03,0,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,RET,non-small cell lung cancer,441,60,"beta[1,4]",-6.778,0.146,5.266,-19.66,-15.265,-8.805,-5.636,-3.302,-1.438,-0.965,1298.256,1.001,NA,-1.287,0.7,9630,441,60,0,10131,1.796,0.74,0.22,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,EGFR,non-small cell lung cancer,441,15,"beta[2,4]",-5.53,0.129,4.646,-15.78,-13.426,-7.703,-4.682,-2.271,-0.06,0.388,1293.273,1.002,NA,-1.19,0.63,9672,441,15,0,10128,0.038,0.07,0,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,ROS1,non-small cell lung cancer,360,64,"beta[1,4]",-1.664,0.114,1.22,-4.371,-3.633,-2.399,-1.467,-0.774,0.003,0.225,114.357,1.028,NA,-1.364,0.76,7313,359,63,1,7736,0.776,0.42,0.12,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,BRAF,melanoma,7,26,"beta[2,4]",-3.154,0.096,3.616,-11.154,-9.759,-5.557,-2.666,-0.423,1.882,2.599,1420.734,0.998,NA,-0.872,0.42,2813,7,26,0,2846,0,0,0,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,SMARCA4,non-small cell lung cancer,315,14,"beta[1,4]",0.952,0.037,0.89,-1.015,-0.59,0.447,1.044,1.599,2.232,2.387,566.303,1.002,NA,1.07,0.55,6442,313,12,2,6769,1.161,0.55,0.15,FALSE,1.3,1.3
multi,Rearrangement,none,RAS_12C,ALK,non-small cell lung cancer,438,119,"beta[1,4]",-6.317,0.122,4.219,-15.638,-13.612,-7.984,-5.433,-3.451,-1.779,-1.425,1195.088,1,NA,-1.497,0.87,9445,438,119,0,10002,4.508,1.47,0.77,TRUE,3.21,3.21
multi,Rearrangement,none,RAS_12C,CDKN2A,non-small cell lung cancer,395,26,"beta[1,4]",1.257,0.017,0.593,0.005,0.256,0.872,1.275,1.677,2.172,2.35,1289.309,0.999,NA,2.119,1.47,8833,391,22,4,9250,5.388,1.69,0.77,TRUE,3.21,3.21
multi,Rearrangement,none,KRAS_12C,APC,colorectal cancer,212,22,"beta[1,4]",-0.152,0.034,1.22,-2.964,-2.301,-0.894,0.02,0.725,1.518,1.759,1289.369,1.001,NA,-0.125,0.05,6422,211,21,1,6655,0,0,0,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,FGFR3,bladder cancer,8,17,"beta[1,4]",-5.194,0.128,4.453,-15.051,-13.508,-7.882,-4.724,-1.848,0.912,1.6,1212.807,1,NA,-1.166,0.61,1555,8,17,0,1580,0,0,0,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,FGFR3,non-small cell lung cancer,1199,12,"beta[3,4]",-5.769,0.102,3.729,-14.73,-12.665,-7.802,-5.132,-2.994,-0.924,-0.433,1343.852,1,NA,-1.547,0.91,8791,1199,12,0,10002,0.697,0.39,0.06,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,TP53,non-small cell lung cancer,1156,13,"beta[2,4]",1.053,0.017,0.639,-0.253,-0.068,0.645,1.097,1.494,2.048,2.238,1469.442,0.999,NA,1.648,1,8489,1152,9,4,9654,2.76,1.01,0.44,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,RET,non-small cell lung cancer,1213,60,"beta[1,4]",-6.32,0.09,3.352,-14.433,-12.549,-8.025,-5.789,-3.939,-2.107,-1.7,1382.708,1.003,NA,-1.885,1.23,8858,1213,60,0,10131,7.107,2.11,1.24,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,EGFR,non-small cell lung cancer,1213,15,"beta[2,4]",-7.295,0.191,6.139,-22.564,-17.48,-9.563,-5.824,-3.324,-1.098,-0.534,1032.442,1.002,NA,-1.188,0.63,8900,1213,15,0,10128,1.065,0.52,0.06,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,NF1,breast cancer,7,25,"beta[1,4]",-2.63,0.118,4.36,-12.162,-10.182,-5.145,-2.05,0.539,3.16,3.641,1370.442,1.002,NA,-0.603,0.26,8271,7,25,0,8303,0,0,0,TRUE,3.46,3.59
multi,Rearrangement,none,KRAS_12C,FGFR2,breast cancer,6,13,"beta[1,4]",-3.858,0.126,4.153,-12.942,-11.134,-6.424,-3.533,-0.793,2.131,2.996,1087.165,0.999,NA,-0.929,0.45,6894,6,13,0,6913,0,0,0,TRUE,3.46,3.59
