cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,PI3K_AKT,non-small cell lung cancer,6,13,"beta[11,4]",-0.38,0.021,0.804,-2.029,-1.749,-0.93,-0.359,0.208,0.879,1.134,1472.256,0.999,Signature.U1,-0.472,0.2,91,6,13,0,110,0.074,0.1,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,PI3K_AKT,non-small cell lung cancer,319,332,mu_beta[3],0.114,0.009,0.362,-0.648,-0.515,-0.108,0.126,0.355,0.68,0.806,1460.808,1,overall,0.316,0.12,1798,267,280,52,2397,1.622,0.69,0.21,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,6,24,"beta[4,4]",0.795,0.015,0.582,-0.433,-0.191,0.408,0.798,1.174,1.749,1.941,1412.413,0.999,Signature.15,1.366,0.76,106,4,22,2,134,0.215,0.19,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,34,43,"beta[6,4]",0.802,0.009,0.365,0.07,0.19,0.571,0.798,1.034,1.426,1.506,1588.442,0.999,Signature.18,2.198,1.55,85,21,30,13,149,1.341,0.61,0.19,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,6,19,"beta[7,4]",0.974,0.014,0.552,-0.137,0.071,0.607,0.977,1.341,1.875,2.024,1661.124,0.999,Signature.19,1.765,1.11,40,3,16,3,62,0.38,0.27,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,7,26,"beta[8,4]",1.764,0.015,0.571,0.669,0.811,1.376,1.76,2.137,2.694,2.901,1415.118,1.003,Signature.1A,3.093,2.7,234,2,21,5,262,23.778,5.97,4.68,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,37,59,"beta[9,4]",0.291,0.009,0.372,-0.469,-0.328,0.051,0.295,0.552,0.864,0.983,1539.568,1,Signature.2,0.781,0.36,233,30,52,7,322,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,10,40,"beta[11,4]",1.249,0.014,0.504,0.295,0.425,0.908,1.245,1.579,2.096,2.249,1236.942,1,Signature.3,2.478,1.88,197,5,35,5,242,6.129,1.88,0.97,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,82,193,"beta[12,4]",0.653,0.006,0.232,0.205,0.267,0.5,0.653,0.81,1.043,1.109,1281.704,1.001,Signature.4,2.81,2.3,459,50,161,32,702,5.556,1.73,0.89,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,8,15,"beta[13,4]",0.819,0.015,0.562,-0.325,-0.131,0.466,0.84,1.2,1.705,1.879,1485.447,0.999,Signature.7,1.459,0.84,86,6,13,2,107,0.161,0.16,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,7,11,"beta[14,4]",1.777,0.017,0.576,0.665,0.802,1.404,1.794,2.159,2.737,2.924,1177.436,1.001,Signature.8,3.085,2.69,49,2,6,5,62,11.713,3.21,2.17,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,120,67,"beta[15,4]",0.926,0.008,0.294,0.366,0.452,0.729,0.93,1.121,1.384,1.505,1238.907,1,Signature.R2,3.148,2.78,58,72,19,48,197,4.249,1.41,0.72,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,6,14,"beta[16,4]",1.324,0.014,0.563,0.21,0.401,0.965,1.316,1.696,2.261,2.439,1583.8,0.999,Signature.U1,2.352,1.73,93,3,11,3,110,4.785,1.54,0.79,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12C,STK11_KEAP1,non-small cell lung cancer,343,574,mu_beta[3],0.983,0.007,0.262,0.477,0.565,0.804,0.982,1.153,1.431,1.525,1511.449,0.999,overall,3.75,3.75,1896,211,442,132,2681,66.987,15.56,13.58,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,7,11,"beta[2,4]",0.641,0.011,0.46,-0.266,-0.119,0.356,0.642,0.941,1.376,1.506,1639.063,0.999,Signature.14,1.393,0.79,40,5,9,2,56,0.016,0.05,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,6,13,"beta[4,4]",0.496,0.012,0.483,-0.484,-0.32,0.189,0.523,0.824,1.224,1.378,1495.233,1.001,Signature.18,1.027,0.52,131,5,12,1,149,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,18,31,"beta[5,4]",0.748,0.011,0.407,-0.046,0.095,0.471,0.74,1.03,1.416,1.516,1445.555,1.002,Signature.1A,1.841,1.18,218,13,26,5,262,3.213,1.14,0.13,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,8,53,"beta[6,4]",0.285,0.012,0.456,-0.634,-0.508,-0.009,0.295,0.605,0.979,1.13,1451.747,1,Signature.2,0.624,0.27,262,7,52,1,322,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,7,30,"beta[8,4]",0.253,0.012,0.471,-0.788,-0.565,-0.035,0.283,0.587,0.974,1.092,1582.129,1.001,Signature.3,0.537,0.23,205,7,30,0,242,0.183,0.17,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,29,158,"beta[9,4]",0.662,0.008,0.325,0.018,0.113,0.434,0.661,0.882,1.191,1.279,1588.614,1.001,Signature.4,2.038,1.38,526,18,147,11,702,3.255,1.15,0.13,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Cell_Cycle,non-small cell lung cancer,89,393,mu_beta[3],0.47,0.008,0.312,-0.153,-0.058,0.261,0.483,0.677,0.973,1.064,1645.504,1,overall,1.503,0.88,1994,66,370,23,2453,5.885,1.82,0.48,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,17,12,"beta[1,4]",0.431,0.012,0.478,-0.53,-0.374,0.116,0.423,0.748,1.215,1.36,1584.011,1,Signature.11,0.902,0.44,21,11,6,6,44,0.36,0.26,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,7,18,"beta[3,4]",-0.074,0.014,0.542,-1.129,-0.969,-0.438,-0.062,0.288,0.808,0.948,1508.818,0.999,Signature.14,-0.137,0.05,33,5,16,2,56,0,-0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,6,58,"beta[7,4]",-0.223,0.014,0.521,-1.259,-1.108,-0.57,-0.222,0.11,0.621,0.808,1320.191,0.999,Signature.18,-0.428,0.17,87,4,56,2,149,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,18,72,"beta[9,4]",-1.015,0.014,0.537,-2.133,-1.928,-1.35,-0.987,-0.643,-0.185,-0.034,1443.853,0.999,Signature.1A,-1.891,1.23,172,18,72,0,262,5.918,1.82,0.48,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,8,141,"beta[10,4]",0.095,0.012,0.466,-0.814,-0.651,-0.225,0.086,0.408,0.884,1.035,1522.798,0.999,Signature.2,0.203,0.08,178,3,136,5,322,0.518,0.33,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,7,69,"beta[13,4]",-0.214,0.014,0.531,-1.289,-1.118,-0.556,-0.195,0.131,0.665,0.798,1485.331,0.999,Signature.3,-0.403,0.16,168,5,67,2,242,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,29,349,"beta[14,4]",0.204,0.009,0.325,-0.419,-0.318,-0.023,0.214,0.42,0.746,0.831,1410.171,1.001,Signature.4,0.627,0.28,341,12,332,17,702,0.624,0.37,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,Chromatin_Regulation,non-small cell lung cancer,117,1086,mu_beta[3],-0.216,0.007,0.276,-0.772,-0.667,-0.402,-0.218,-0.028,0.236,0.344,1422.842,0.999,overall,-0.783,0.36,1730,75,1044,42,2891,0.08,0.11,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,7,11,"beta[2,4]",0.306,0.013,0.491,-0.61,-0.499,-0.023,0.303,0.641,1.118,1.271,1492.925,0.998,Signature.14,0.622,0.27,40,5,9,2,56,0.016,0.05,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,6,31,"beta[5,4]",-0.09,0.013,0.495,-1.158,-0.96,-0.401,-0.059,0.231,0.71,0.836,1363.676,0.999,Signature.18,-0.183,0.07,112,6,31,0,149,0.59,0.35,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,18,18,"beta[7,4]",0.061,0.012,0.47,-0.897,-0.73,-0.243,0.068,0.384,0.803,0.922,1468.125,0.999,Signature.1A,0.13,0.05,227,17,17,1,262,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,8,47,"beta[8,4]",0.032,0.012,0.458,-0.909,-0.718,-0.271,0.058,0.333,0.74,0.892,1541.171,1,Signature.2,0.07,0.02,268,7,46,1,322,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,7,30,"beta[10,4]",0.096,0.012,0.469,-0.863,-0.713,-0.213,0.105,0.404,0.855,0.976,1494.078,0.999,Signature.3,0.206,0.08,206,6,29,1,242,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,29,148,"beta[11,4]",-0.014,0.01,0.357,-0.76,-0.604,-0.253,-0.007,0.225,0.567,0.672,1380.795,0.999,Signature.4,-0.04,0.01,530,24,143,5,702,0.081,0.11,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,91,419,mu_beta[3],0.112,0.008,0.32,-0.543,-0.414,-0.099,0.117,0.32,0.63,0.724,1444.232,0.999,overall,0.35,0.14,2081,75,403,16,2575,0.04,0.08,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,7,14,"beta[2,4]",0.554,0.013,0.492,-0.389,-0.239,0.225,0.55,0.867,1.356,1.595,1356.261,1.002,Signature.14,1.127,0.59,38,4,11,3,56,0.49,0.32,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,6,11,"beta[4,4]",0.318,0.012,0.506,-0.656,-0.523,-0.003,0.317,0.629,1.159,1.322,1653.803,0.999,Signature.18,0.628,0.28,133,5,10,1,149,0.008,0.03,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,18,35,"beta[5,4]",0.333,0.015,0.429,-0.598,-0.44,0.073,0.344,0.611,1.026,1.128,790.351,1.008,Signature.1A,0.775,0.36,212,15,32,3,262,0.005,0.02,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,8,35,"beta[6,4]",0.229,0.013,0.484,-0.73,-0.575,-0.081,0.228,0.554,1.02,1.124,1420.671,0.999,Signature.2,0.474,0.2,280,7,34,1,322,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,7,26,"beta[7,4]",0.114,0.013,0.484,-0.955,-0.743,-0.198,0.154,0.452,0.85,0.946,1335.175,1,Signature.3,0.236,0.09,209,7,26,0,242,0.097,0.12,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,29,123,"beta[8,4]",0.271,0.009,0.368,-0.507,-0.343,0.021,0.28,0.528,0.859,0.951,1566.043,0.999,Signature.4,0.738,0.34,556,23,117,6,702,0.044,0.08,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,wnt,non-small cell lung cancer,84,302,mu_beta[3],0.272,0.01,0.346,-0.427,-0.303,0.056,0.28,0.495,0.851,0.939,1313.542,1.003,overall,0.788,0.37,1899,69,287,15,2270,1.185,0.56,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,7,18,"beta[2,4]",0.563,0.014,0.548,-0.527,-0.395,0.213,0.558,0.931,1.41,1.612,1499.676,1,Signature.14,1.027,0.52,34,4,15,3,56,0.047,0.08,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,6,32,"beta[4,4]",0.136,0.014,0.543,-0.947,-0.774,-0.205,0.146,0.516,0.965,1.105,1586.414,1,Signature.18,0.251,0.1,112,5,31,1,149,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,18,32,"beta[5,4]",-0.039,0.013,0.5,-1.053,-0.915,-0.359,0.007,0.296,0.729,0.877,1550.776,1.001,Signature.1A,-0.078,0.03,213,17,31,1,262,0.271,0.22,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,8,89,"beta[6,4]",0.276,0.012,0.469,-0.662,-0.49,-0.013,0.281,0.58,1.041,1.207,1560.884,1,Signature.2,0.587,0.25,228,5,86,3,322,0.053,0.09,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,7,38,"beta[7,4]",0.138,0.014,0.536,-0.97,-0.765,-0.205,0.154,0.493,1.007,1.169,1485.393,1.001,Signature.3,0.257,0.1,198,6,37,1,242,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,29,258,"beta[8,4]",0.26,0.009,0.332,-0.418,-0.326,0.044,0.271,0.474,0.805,0.899,1497.049,1,Signature.4,0.784,0.36,427,17,246,12,702,0.11,0.13,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,DDR,non-small cell lung cancer,91,672,mu_beta[3],0.248,0.008,0.309,-0.362,-0.259,0.037,0.253,0.462,0.733,0.832,1499.402,1,overall,0.803,0.37,1803,62,643,29,2537,1.131,0.54,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,17,16,"beta[1,4]",-0.216,0.012,0.436,-1.076,-0.915,-0.516,-0.211,0.074,0.492,0.632,1228.551,1,Signature.11,-0.494,0.21,17,11,10,6,44,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,7,35,"beta[3,4]",-0.395,0.013,0.464,-1.301,-1.144,-0.705,-0.391,-0.08,0.372,0.538,1327.866,1.001,Signature.14,-0.85,0.4,18,3,31,4,56,0,-0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,6,80,"beta[7,4]",-0.974,0.012,0.474,-1.925,-1.754,-1.295,-0.963,-0.641,-0.227,-0.089,1511.847,0.999,Signature.18,-2.052,1.4,64,5,79,1,149,2.07,0.82,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,18,166,"beta[9,4]",-0.789,0.01,0.374,-1.59,-1.451,-1.019,-0.773,-0.531,-0.23,-0.108,1380.732,0.999,Signature.1A,-2.107,1.45,85,11,159,7,262,3.918,1.32,0.13,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,8,173,"beta[11,4]",-0.366,0.011,0.42,-1.207,-1.035,-0.652,-0.37,-0.081,0.347,0.479,1492.047,0.998,Signature.2,-0.872,0.42,147,2,167,6,322,0.745,0.41,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,7,127,"beta[14,4]",-0.725,0.011,0.426,-1.59,-1.464,-0.997,-0.729,-0.435,-0.043,0.092,1501.312,1,Signature.3,-1.703,1.05,111,4,124,3,242,0.018,0.05,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,29,410,"beta[15,4]",-0.365,0.008,0.302,-0.971,-0.843,-0.573,-0.358,-0.165,0.13,0.228,1419.934,1.001,Signature.4,-1.209,0.64,279,13,394,16,702,0.028,0.06,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_extended,non-small cell lung cancer,117,1622,mu_beta[3],-0.784,0.007,0.249,-1.267,-1.188,-0.948,-0.789,-0.626,-0.369,-0.288,1375.605,0.999,overall,-3.149,2.79,1281,69,1574,48,2972,8.461,2.44,0.63,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,7,13,"beta[2,4]",0.306,0.012,0.473,-0.583,-0.448,-0.001,0.299,0.622,1.095,1.215,1472.399,1.001,Signature.14,0.648,0.29,38,5,11,2,56,0,-0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,6,28,"beta[4,4]",0.108,0.013,0.462,-0.783,-0.649,-0.198,0.114,0.427,0.848,0.944,1309.531,1.002,Signature.18,0.234,0.09,116,5,27,1,149,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,18,33,"beta[5,4]",0.22,0.011,0.411,-0.6,-0.454,-0.052,0.229,0.486,0.881,1.015,1388.956,1,Signature.1A,0.536,0.23,214,15,30,3,262,0.029,0.06,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,8,92,"beta[6,4]",0.389,0.011,0.425,-0.431,-0.297,0.113,0.369,0.666,1.099,1.242,1494.797,1.002,Signature.2,0.917,0.44,227,3,87,5,322,3.08,1.1,0.13,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,7,41,"beta[8,4]",0.085,0.013,0.468,-0.875,-0.708,-0.218,0.101,0.399,0.81,0.991,1403.536,1,Signature.3,0.18,0.07,195,6,40,1,242,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,29,164,"beta[9,4]",0.211,0.008,0.329,-0.492,-0.346,0.008,0.216,0.431,0.737,0.848,1522.428,1.001,Signature.4,0.643,0.28,517,21,156,8,702,0.106,0.13,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,RAS_RAF_MAPK_brief,non-small cell lung cancer,91,514,mu_beta[3],0.154,0.008,0.309,-0.493,-0.372,-0.045,0.169,0.351,0.635,0.739,1363.321,1,overall,0.498,0.21,1915,69,492,22,2498,0.538,0.33,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,PI3K_AKT,non-small cell lung cancer,6,12,"beta[3,4]",-0.181,0.015,0.58,-1.412,-1.183,-0.525,-0.145,0.211,0.696,0.872,1475.819,0.999,Signature.18,-0.312,0.12,131,6,12,0,149,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,PI3K_AKT,non-small cell lung cancer,18,29,"beta[4,4]",-0.073,0.014,0.504,-1.129,-0.92,-0.397,-0.053,0.275,0.718,0.836,1264.948,1.002,Signature.1A,-0.145,0.05,217,16,27,2,262,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,PI3K_AKT,non-small cell lung cancer,8,84,"beta[5,4]",0.194,0.013,0.462,-0.725,-0.561,-0.113,0.214,0.498,0.917,1.098,1360.084,1,Signature.2,0.419,0.17,234,4,80,4,322,1.327,0.6,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,PI3K_AKT,non-small cell lung cancer,7,23,"beta[7,4]",-0.232,0.014,0.548,-1.388,-1.202,-0.58,-0.219,0.131,0.652,0.768,1553.953,1,Signature.3,-0.424,0.17,212,7,23,0,242,0.047,0.08,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,PI3K_AKT,non-small cell lung cancer,29,89,"beta[8,4]",0.1,0.012,0.427,-0.8,-0.627,-0.179,0.106,0.392,0.754,0.902,1287.735,1,Signature.4,0.234,0.09,589,24,84,5,702,0.22,0.19,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,PI3K_AKT,non-small cell lung cancer,82,332,mu_beta[3],-0.091,0.01,0.383,-0.842,-0.723,-0.352,-0.094,0.173,0.531,0.655,1458.484,1,overall,-0.238,0.09,1995,70,320,12,2397,0.002,0.02,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,17,12,"beta[1,4]",0.972,0.014,0.509,0.008,0.167,0.629,0.971,1.307,1.813,1.984,1295.331,0.999,Signature.11,1.909,1.25,22,10,5,7,44,1.679,0.71,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,7,11,"beta[3,4]",0.383,0.017,0.627,-0.888,-0.652,-0.032,0.394,0.783,1.419,1.605,1421.321,0.999,Signature.14,0.611,0.27,40,5,9,2,56,0.016,0.05,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,6,43,"beta[6,4]",-0.479,0.017,0.649,-1.862,-1.632,-0.876,-0.441,-0.043,0.524,0.653,1437.12,0.998,Signature.18,-0.738,0.34,100,6,43,0,149,1.283,0.59,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,18,26,"beta[8,4]",0.357,0.015,0.525,-0.673,-0.499,0.009,0.361,0.71,1.214,1.386,1189.241,1.001,Signature.1A,0.679,0.3,221,15,23,3,262,0.34,0.25,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,8,59,"beta[9,4]",-0.15,0.016,0.573,-1.33,-1.159,-0.505,-0.155,0.248,0.779,0.91,1255.034,1.001,Signature.2,-0.262,0.1,256,7,58,1,322,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,7,40,"beta[11,4]",-0.026,0.016,0.595,-1.213,-1.007,-0.426,-0.04,0.371,0.972,1.144,1425.087,1.001,Signature.3,-0.044,0.02,196,6,39,1,242,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,29,193,"beta[12,4]",0.035,0.009,0.367,-0.75,-0.6,-0.206,0.049,0.293,0.61,0.695,1589.628,1,Signature.4,0.096,0.03,488,21,185,8,702,0,0,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12D,STK11_KEAP1,non-small cell lung cancer,109,574,mu_beta[3],0.118,0.008,0.333,-0.531,-0.441,-0.107,0.125,0.344,0.668,0.743,1608.551,1,overall,0.354,0.14,2025,82,547,27,2681,0.569,0.35,-0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,7,16,"beta[3,4]",0.363,0.013,0.504,-0.633,-0.458,0.024,0.367,0.711,1.191,1.372,1502.448,1.003,Signature.15,0.721,0.33,112,6,15,1,134,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,6,13,"beta[4,4]",0.21,0.013,0.523,-0.861,-0.651,-0.124,0.223,0.541,1.067,1.268,1514.81,0.999,Signature.18,0.4,0.16,130,6,13,0,149,0.001,0.01,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,8,31,"beta[5,4]",0.295,0.012,0.478,-0.734,-0.504,-0.005,0.3,0.607,1.057,1.21,1475.742,0.999,Signature.1A,0.618,0.27,224,7,30,1,262,0,0,0,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,14,53,"beta[6,4]",0.655,0.011,0.424,-0.185,-0.022,0.37,0.653,0.94,1.351,1.505,1385.12,0.999,Signature.2,1.547,0.91,260,9,48,5,322,2.618,0.98,0.29,TRUE,3.21,3.21
single,Any mutation (gene_pathways),Mutation signature,KRAS_12V,Cell_Cycle,non-small cell lung cancer,8,30,"beta[8,4]",0.621,0.013,0.485,-0.312,-0.206,0.297,0.607,0.948,1.432,1.584,1371.013,1.002,Signature.3,1.28,0.7,207,5,27,3,242,2.708,1,0.29,TRUE,3.21,3.21
